review_id,product_sku,star_rating,review_text,review_date,verified_purchase
PR-012052,LUMEN-HUB-MINI,1,"Three weeks in, the screen fit is uncomfortable. Would not recommend right now.",2025-02-01,True
PR-012053,LUMEN-WATCH-X,1,"Sadly, the installation onboarding is broken.",2026-03-20,True
PR-012054,LUMEN-HUB-MINI,2,"Quick update, the screen screen is hard to read. Support, can you help?",2026-05-24,True
PR-012055,LUMEN-BUDS-2,4,"After the latest update, the interface made my routine easie. Support, can you help?",2025-12-25,True
PR-012056,LUMEN-HUB-MINI,3,"Three weeks in, the installation works exactly as promised. Support, can you help?",2025-03-13,True
PR-012057,LUMEN-HUB-MINI,1,"After the latest update, the charge won't hold a charge. Hope the next patch sorts it out.",2025-09-14,True
PR-012058,LUMEN-WATCH-X,2,"After the latest update, the box replacement never came. #notimpressed",2025-03-05,True
PR-012059,LUMEN-WATCH-X,1,"Not gonna lie, the fiirmware freezes every few minutes. Please fix this.",2025-08-22,True
PR-012060,LUMEN-WATCH-X,2,"For the price, the shipping box was damaged. Also, the microphone volume is too low. This is getting old.",2025-02-05,True
PR-012061,LUMEN-HUB-MINI,1,"Quick update, the microphone audio cuts out. Also, the battery won't hold a charge. Would not recommend right now. ???",2026-02-03,True
PR-012062,LUMEN-HUB-MINI,3,"Honestly, the fit screen is hard to read. Expected better from Lumen.",2025-04-19,True
PR-012063,LUMEN-BUDS-2,3,"Three weeks in, the microphone made my routine easier. Support, can you help?",2026-01-29,False
PR-012064,LUMEN-WATCH-X,3,"After the latest update, the performance became painfully slow.",2026-03-20,True
PR-012065,LUMEN-BUDS-2,1,"Not gonna lie, the buttons fit is uncomfortabl. ???",2026-04-13,True
PR-012066,LUMEN-BUDS-2,2,"After the latest update, the screen lags after every tap. Hope the next patch sorts it out.",2026-03-03,True
PR-012067,LUMEN-BUDS-2,2,"Sadly, the screen lags after every tap. Also, the delivvery package was already open. Hope the next patch sorts it out.",2025-03-16,True
PR-012068,LUMEN-WATCH-X,2,"For the pice, the performance lags after every tap.",2025-01-18,False
PR-012069,LUMEN-BUDS-2,2,"After the latest update, the battery life dies before lunch. Expected better from Lumen.",2025-09-25,False
PR-012070,LUMEN-WATCH-X,1,"Not gonna lie, the noise cancellation microphone sounds muffled. Also, the login login never completes. Expected better from Lumen.",2026-03-13,True
PR-012071,LUMEN-BUDS-2,2,"Honestly, the pairing drops the connection.",2025-05-22,True
PR-012072,LUMEN-BUDS-2,3,"Three weeks in, the onboarding login never completes. Also, the charge drains while idle. Please fix this.",2025-10-12,True
PR-012073,LUMEN-HUB-MINI,5,"Not gona lie, the login fits perfectly.",2026-01-07,True
PR-012074,LUMEN-WATCH-X,2,"Honestly, the installation account linking fails. Also, the audio microphone sounds muffled.",2025-11-16,True
PR-012075,LUMEN-WATCH-X,1,"Honestly, the pairing disconnects at random. Also, the buttons screen is hard to read.",2026-05-12,True
PR-012076,LUMEN-WATCH-X,2,"Exactly what I wanted: a device that case scratches easily. Also, the box arrived late.",2025-11-05,True
PR-012077,LUMEN-BUDS-2,2,"Since yesterday, the charging won't hold a charge. Support, can you help?",2025-09-02,True
PR-012078,LUMEN-BUDS-2,4,"Three weeks in, the screen feels pemium.",2025-06-30,True
PR-012079,LUMEN-BUDS-2,3,"Honestly, the battery dies before lunch. Support, can you help?",2025-06-22,True
PR-012080,LUMEN-BUDS-2,5,"After the latest update, the charging fits perfectly. Would not recommend right now.",2025-10-02,True
PR-012081,LUMEN-WATCH-X,1,"Sadly, the charge won't hold a charge. Please fix this.",2025-05-04,True
PR-012082,LUMEN-BUDS-2,1,"Sadly, the connection forgets my device. Also, the login account linking fails. Also, the volume volume is too low. Hope the next patch sorts it out.",2025-03-04,True
PR-012083,LUMEN-HUB-MINI,1,"After the latest updatee, the replacement replacement never came. Also, the connection won't sync. This is getting old.",2026-03-16,True
PR-012084,LUMEN-HUB-MINI,4,"Honestly, the charge drains while idle. Also, the firmware became painfully slow. Would not recommend right now.",2025-09-02,True
PR-012085,LUMEN-BUDS-2,1,"Three weeks in, the wifi disconnects at random... Also, the battery needs charging twice a day. Also, the setup instructions are confusing. Would not recommend right now.",2025-05-21,True
PR-012086,LUMEN-BUDS-2,3,Five stars for making sure the sound microphone sounds muffled. Just kidding.,2025-02-26,False
PR-012087,LUMEN-HUB-MINI,5,"For the price, the design made my routine easier. Please fix this.",2025-03-05,True
PR-012088,LUMEN-BUDS-2,5,"For the price, the bluetooth looks fantastic.",2025-04-17,True
PR-012089,LUMEN-HUB-MINI,2,"Quick update, the wifi refuses to pair. Hope the next patch sorts it out.",2026-01-16,True
PR-012090,LUMEN-BUDS-2,1,"Honestly, the shipping package was already open. Please fix this.",2025-09-05,True
PR-012091,LUMEN-BUDS-2,2,"After the latest update, the volume sound crackles. Support, can you help?",2026-03-20,True
PR-012092,LUMEN-BUDS-2,1,"Honestly, the sync disconnects at random. Expected better from Lumen.",2025-06-08,True
PR-012093,LUMEN-BUDS-2,5,"For the prie, the volume sound crackles. Expected better from Lumen.",2025-12-09,True
PR-012094,LUMEN-BUDS-2,3,"For the price, the onboarding was easy to set up. Would not recommend right now. #notimpressed",2025-12-07,False
PR-012095,LUMEN-WATCH-X,2,"Not gonna lie, the charging needs charging twice a day. Would not recommend right now.",2025-01-19,True
PR-012096,LUMEN-BUDS-2,2,"Sadly, the screen fit is uncomfortable. Please fix this.",2025-11-02,True
PR-012097,LUMEN-HUB-MINI,1,"Quick update, the login instructions are confusing.",2025-09-06,False
PR-012098,LUMEN-WATCH-X,3,"I love how this looks fantastic, but the installation onboarding is broken. Would not recommend right now.",2025-02-14,True
PR-012099,LUMEN-WATCH-X,2,"Amazing job, Lumen—now my battery life drains while idle. Also, the account setup loops forever. This is getting old. #notimpressed",2025-06-19,True
PR-012100,LUMEN-WATCH-X,3,"I love how this has excellent sound, but the bluetooth won't sync.",2026-05-06,True
PR-012101,LUMEN-HUB-MINI,1,"Three weeks in, the battery dies before lunch. This is getting old.",2025-08-06,True
PR-012102,LUMEN-WATCH-X,4,"Three weeks in, the bluetooth fits perfectly.",2025-10-21,True
PR-012103,LUMEN-WATCH-X,4,"Since yesterday, the account looks fantastic. ugh",2025-06-02,True
PR-012104,LUMEN-HUB-MINI,3,"I love how this fits perfectly, but the fit hurts after an hour. Also, the sound sound crackles.",2025-03-28,True
PR-012105,LUMEN-BUDS-2,2,"Not gonna lie, the battery life won't hold a charge!! Would not recommend right now.",2025-09-10,True
PR-012106,LUMEN-BUDS-2,1,"Honestly, the firmware keeps crashing. Also, the charging drains while idle. #notimpressed",2026-02-07,False
PR-012107,LUMEN-WATCH-X,2,"I love how this is surprisingly responsive, but the battery drains while idle. This is getting old.",2026-05-10,True
PR-012108,LUMEN-WATCH-X,2,"Sadly, the design screen is hard to read. Expected better from Lumen.",2025-11-29,True
PR-012109,LUMEN-WATCH-X,3,"Not gonna lie, the noise cancellation audio cuts out!! Also, the login instructions are confusing. Please fix this.",2025-11-04,True
PR-012110,LUMEN-HUB-MINI,1,Love paying premium prices so the sync disconnects at random... Would not recommend right now.,2026-01-17,True
PR-012111,LUMEN-BUDS-2,2,"After the latest update, the sync disconnects at random. Would not recommend right now.",2025-12-28,True
PR-012112,LUMEN-WATCH-X,4,"Since yesterday, the connection is surprisingly responsive.",2025-01-15,True
PR-012113,LUMEN-HUB-MINI,4,"For the price, the connection refuses to pair. Support, can you help?",2025-03-15,True
PR-012114,LUMEN-WATCH-X,5,"Since yesterday, the fit works exactly as promised!! Please fix this.",2026-05-21,True
PR-012115,LUMEN-HUB-MINI,2,"Honestly, the bluetooth refuses to pair!! Also, the replacement package was already open. Support, can you help?",2025-08-10,True
PR-012116,LUMEN-BUDS-2,2,"For the price, the connection refuses to pair... Also, the performance became painfully slow. Also, the battery life barely lasts 4 hours. Hope the next patch sorts it out.",2026-04-02,True
PR-012117,LUMEN-WATCH-X,4,"I love how this works exactly as promised, but the battery life dies before lunch. Also, the performance stutters constantly.",2025-07-06,True
PR-012118,LUMEN-HUB-MINI,3,"I love how this feels premium, but the power drain dies before lunch... Please fix this.",2025-06-27,True
PR-012119,LUMEN-BUDS-2,2,"Three weeks in, the case fit is uncomfortable. Would not recommend right now.",2025-10-31,False
PR-012120,LUMEN-HUB-MINI,3,"Honestly, the charge dies before lunch. Also, the screen case scratches easily. Hope the next patch sorts it out.",2025-07-08,False
PR-012121,LUMEN-WATCH-X,3,"For the price, the audio microphone sounds muffled. Hope the next patch sorts it out.",2025-07-21,False
PR-012122,LUMEN-BUDS-2,1,"After the latest update, the chharge barely lasts 6 hours. Support, can you help?",2025-02-14,True
PR-012123,LUMEN-BUDS-2,5,"For the price, the package feels premium. smh",2025-03-18,True
PR-012124,LUMEN-WATCH-X,4,"Sadly, the screen feels premium. Expected better from Lumen.",2025-02-19,True
PR-012125,LUMEN-BUDS-2,4,"Quick update, the onboarding works exactly as promised. Expected better from Lumen. :/",2026-06-23,True
PR-012126,LUMEN-BUDS-2,5,"Three weeks in, the wifi made my routine easier. Expected better from Lumen.",2025-04-11,True
PR-012127,LUMEN-HUB-MINI,1,"Three weeks in, the case buttons feel cheap. Expected better from Lumen.",2025-12-13,True
PR-012128,LUMEN-BUDS-2,1,"Since yesterday, the power drain needs charging twice a day. Would not recommend right now.",2025-03-04,True
PR-012129,LUMEN-BUDS-2,1,"Quick update, the delivery box was damaged. Hope the next patch sorts it out.",2025-03-31,False
PR-012130,LUMEN-HUB-MINI,2,"Quick update, the fit screen is hard to read.",2026-03-30,True
PR-012131,LUMEN-HUB-MINI,3,"Quick update, the installation account linking fails!!",2026-04-05,True
PR-012132,LUMEN-WATCH-X,5,"Quick update, the noise cancellation is surprisingly responsive. Expected better from Lumen.",2026-03-30,True
PR-012133,LUMEN-HUB-MINI,3,"For the price, the battery barely lasts 2 hours.",2025-11-13,True
PR-012134,LUMEN-BUDS-2,2,"For the price, the buttons buttons feel cheap.",2025-06-06,True
PR-012135,LUMEN-WATCH-X,5,"Since yesterday, the screen made my routine easier.",2026-05-30,True
PR-012136,LUMEN-BUDS-2,3,"After the latest update, the setup login never completes.",2026-04-26,False
PR-012137,LUMEN-BUDS-2,1,"After the latest update, the charging barely lasts 5 hours.",2025-08-08,True
PR-012138,LUMEN-HUB-MINI,2,"Sadly, the package arrived late. Also, the power drain dies before lunch. Expected better from Lumen.",2025-08-27,True
PR-012139,LUMEN-HUB-MINI,2,"I love how this is surprisingly responsive, but the app bcame painfully slow. Would not recommend right now.",2025-09-08,True
PR-012140,LUMEN-BUDS-2,2,"After the latest update, the package arrived late. Also, the pairing drops the connection. Also, the charge needs charging twice a day. Hope the next patch sorts it out.",2026-06-21,True
PR-012141,LUMEN-BUDS-2,1,"Sadly, the sound microphone souunds muffled. This is getting old.",2025-03-15,False
PR-012142,LUMEN-WATCH-X,2,"Sadly, the screen fit is uncomfortable. Would not recomend right now.",2026-01-07,True
PR-012143,LUMEN-BUDS-2,2,"Quick update, the scren case scratches easily. smh",2025-11-24,True
PR-012144,LUMEN-HUB-MINI,1,"For the price, the screen became painfully slow. Also, the charging drains while idle. Also, the setup account linking fails. smh",2026-02-19,True
PR-012145,LUMEN-BUDS-2,1,"After the latest update, the account account linking fails. Also, the power drain needs charging twice a day.",2026-06-19,False
PR-012146,LUMEN-HUB-MINI,3,"Not gonna lie, the screen fit is uncomfortable. This is getting old.",2025-10-10,True
PR-012147,LUMEN-WATCH-X,1,"Since yesterday, the battery life dies before lunch. #notimpressed",2025-02-14,True
PR-012148,LUMEN-WATCH-X,1,"After the latest update, the case fit is uncomfortable. Also, the shipping package was already open. This is getting old.",2025-09-20,True
PR-012149,LUMEN-BUDS-2,1,"I love how this looks fantastic, but the power drain needs charging twice a day. Also, the interface lags after every tap. Hope the next patch sorts it out. smh",2025-12-31,True
PR-012150,LUMEN-WATCH-X,3,"Honestly, the pairing refuses to pair. Hope the next patch sorts it out.",2025-03-17,False
PR-012151,LUMEN-BUDS-2,3,"For the price, the screen keeps crashing.",2026-06-18,True
PR-012152,LUMEN-BUDS-2,4,"For the price, the screen made my routine easier. Would not recommend right now.",2025-11-22,True
PR-012153,LUMEN-HUB-MINI,2,"After the latest update, the delivery wrong item was shipped. Also, the microphone sound crackles. Hope the next patch sorts it out.",2026-04-22,True
PR-012154,LUMEN-BUDS-2,2,"Quick update, the screen keps crashing.",2025-01-01,True
PR-012155,LUMEN-WATCH-X,3,"After the latest update, the replacement was easy to set up. Support, can you help?",2025-08-23,True
PR-012156,LUMEN-WATCH-X,2,"After the latest update, the connection has exceellent sound.",2026-01-06,True
PR-012157,LUMEN-HUB-MINI,1,Exactly what I wante: a device that won't sync.,2026-02-02,False
PR-012158,LUMEN-BUDS-2,2,"For the price, the volume audio cuts out. Also, the power drain won't hold a charge. Also, the login setup loops forever. Expected better from Lumen.",2025-12-06,True
PR-012159,LUMEN-WATCH-X,2,"Since yesterday, the interface lags after every tap. Also, the connection won't sync. Also, the design screen is hard to read.",2025-10-20,True
PR-012160,LUMEN-BUDS-2,5,"Honestly, the sync made my routine easier. Support, can you help?",2025-10-26,True
PR-012161,LUMEN-WATCH-X,1,"After the latest update, the fit screen is hard to read.",2025-10-30,True
PR-012162,LUMEN-WATCH-X,2,"I love how this looks fantastic, but the login instructions are confusing. Also, the volume microphone sounds muffled. Also, the design hurts after an hour. This is getting old. smh",2025-11-27,True
PR-012163,LUMEN-BUDS-2,4,"I love how this works exacctly as promised, but the shipping box was damaged...",2025-02-25,True
PR-012164,LUMEN-BUDS-2,2,"I love how this works exactly as promissed, but the sync refuses to pair. Expected better from Lumen.",2025-12-05,True
PR-012165,LUMEN-BUDS-2,5,"Three weeks in, the screen fits perfectly. Support, can you help?",2025-08-08,False
PR-012166,LUMEN-WATCH-X,5,"For the price, the onboarding looks fantastic.",2025-11-02,True
PR-012167,LUMEN-WATCH-X,5,"Quick update, the volume looks fantastic. Expected better from Lumen.",2026-05-21,True
PR-012168,LUMEN-WATCH-X,1,"Not gonna lie, the delivery wrong item was shipped. Hope the next patch sorts it out.",2026-06-16,True
PR-012169,LUMEN-HUB-MINI,2,"Not gonna lie, the connection refuses to pair. Also, the shippng arrived late. This is getting old.",2025-01-06,True
PR-012170,LUMEN-BUDS-2,3,"Not gonna lie, the power drain looks fantastic.",2025-12-11,True
PR-012171,LUMEN-WATCH-X,3,"I love how this feels premium, but the pairing forgets my device.",2026-05-13,True
PR-012172,LUMEN-WATCH-X,1,"Three weeks in, the pairing won't sync!! Also, the volume microphone sounds muffled. Expected better from Lumen.",2026-05-30,False
PR-012173,LUMEN-BUDS-2,4,"After the latest update, the package works exactly as promised. Hope the next patch srts it out.",2026-02-08,True
PR-012174,LUMEN-WATCH-X,4,"Since yesterday, the interface was easy to set up. Expected better from Lumen.",2025-11-17,False
PR-012175,LUMEN-WATCH-X,2,"Honestly, the screen keeps crashing.",2025-07-26,False
PR-012176,LUMEN-BUDS-2,2,"For the price, the charging won't hold a charge. Would not recommend right now.",2025-07-21,True
PR-012177,LUMEN-BUDS-2,2,"Since yesterday, the battery life barely lasts 3 hours. Hope the next patch sorts it out.",2025-11-03,True
PR-012178,LUMEN-HUB-MINI,2,"Sadly, the connection drops the connection!! Also, the login login never completes.",2025-02-06,True
PR-012179,LUMEN-WATCH-X,2,"For the price, the charge dies before lunch.",2025-09-15,True
PR-012180,LUMEN-BUDS-2,2,"I love how this fits perfectly, but the package arrived late.",2026-04-20,True
PR-012181,LUMEN-WATCH-X,4,"Not gonna lie, the bluetooth refuses to pair. Also, the sound microphone sounds muffled. Hope the next patch sorts it out.",2026-04-17,True
PR-012182,LUMEN-HUB-MINI,1,"I love how this works exactly as promised, but the pairing won't sync!! Also, the charge won't hold a charge.",2025-08-19,True
PR-012183,LUMEN-WATCH-X,3,"Quick uppdate, the case screen is hard to read. This is getting old.",2026-06-22,True
PR-012184,LUMEN-WATCH-X,5,"Honestly, the charging made my routine easier.",2026-01-03,True
PR-012185,LUMEN-BUDS-2,1,"For the price, the replacement arrived late!! Also, the power drain barely lasts 4 hours. Hope the next patch sorts it out.",2025-08-04,False
PR-012186,LUMEN-WATCH-X,2,"Amazinng job, Lumen—now my fit hurts after an hour. Also, the power drain barely lasts 6 hours. This is getting old.",2025-09-21,True
PR-012187,LUMEN-BUDS-2,3,"Since yesterday, the case case scratches easily.",2025-03-23,True
PR-012188,LUMEN-HUB-MINI,3,"After the latest update, the battery life won't hold a charge. Also, the buttons screen is hard to read. Hope the next patch sorts it out.",2025-04-23,True
PR-012189,LUMEN-HUB-MINI,3,"Honestly, the wifi drops the connection. Also, the firmware freezes every few minutes.",2026-05-11,True
PR-012190,LUMEN-HUB-MINI,4,"Three weeks in, the pairing fits perfectly. Hope the next patch sorts it out.",2025-05-22,True
PR-012191,LUMEN-BUDS-2,3,"I love how this fits perfectly, but the power drain drains while idle. Please fix this.",2026-06-20,True
PR-012192,LUMEN-WATCH-X,4,"I love how this fits perfectly, but the power drain needs charging twice a day.",2025-07-12,True
PR-012193,LUMEN-HUB-MINI,2,"Honestly, the design fit is uncomfortable. Expected better from Lumen.",2025-05-02,True
PR-012194,LUMEN-BUDS-2,1,"Three weeks in, the buttons hurts after an hour. Also, the bluetooth forgets my device.",2026-06-29,True
PR-012195,LUMEN-BUDS-2,3,"Not gonna lie, the battery life barely lasts 4 hours!! Hope the next patch sorts it out.",2026-01-12,True
PR-012196,LUMEN-WATCH-X,3,"Since yesterday, the sync works exactly as promised.",2025-05-13,True
PR-012197,LUMEN-HUB-MINI,1,"Three weeks in, the battery drains while idle. Also, the bluetooth won't sync. Also, the fit fit is uncomfortable.",2025-01-25,True
PR-012198,LUMEN-BUDS-2,3,"After the latest update, the fit fit is uncomfortable. Expected better from Lumen.",2025-10-13,True
PR-012199,LUMEN-BUDS-2,1,"Quick update, the login setup loops forever.",2025-11-19,True
PR-012200,LUMEN-WATCH-X,4,"For the price, the performance keeps crashing. Also, the wifi won't sync. Support, can you help?",2025-03-18,True
PR-012201,LUMEN-BUDS-2,5,"Sadly, the box was easy to set up. This is getting old.",2026-02-01,True
PR-012202,LUMEN-BUDS-2,3,"After the latest update, the connection won't sync. This is getting old.",2025-11-04,True
PR-012203,LUMEN-BUDS-2,4,"Three weeks in, the charging made my routine easier.",2026-03-19,False
PR-012204,LUMEN-BUDS-2,2,"Not gonna lie, the box package was alreeady open. This is getting old.",2025-01-29,True
PR-012205,LUMEN-WATCH-X,2,"After the latest update, the onboarding onboarding is broken. Hope the next patch sorts it out.",2026-06-22,True
PR-012206,LUMEN-HUB-MINI,4,"Three weeks in, the performance made my routine easier. Expected better from Lumen.",2026-03-04,True
PR-012207,LUMEN-BUDS-2,4,"Quick update, the performance became painfully slow. This is getting old.",2025-11-17,True
PR-012208,LUMEN-WATCH-X,3,"After the latest update, the wifi drops the connection. Please fix this.",2025-06-24,True
PR-012209,LUMEN-WATCH-X,1,"Honestly, the charging brely lasts 2 hours. Expected better from Lumen.",2026-02-17,True
PR-012210,LUMEN-WATCH-X,2,"After the latest update, the power drain won't hold a charge. Also, the volume noise cancellation got worse. smh",2025-10-18,True
PR-012211,LUMEN-BUDS-2,3,"Three weeks in, the power draain barely lasts 2 hours. Would not recommend right now.",2026-01-29,True
PR-012212,LUMEN-HUB-MINI,3,"Three weeks in, the case case scratches easily. Also, the login login never completes. Would not recommend right now.",2025-02-05,True
PR-012213,LUMEN-WATCH-X,5,"Aftter the latest update, the case looks fantastic. Expected better from Lumen.",2025-09-18,True
PR-012214,LUMEN-WATCH-X,1,"Since yesterday, the fit hurts after an hour. Expected better from Lumen.",2026-02-11,True
PR-012215,LUMEN-WATCH-X,1,"After the latest update, the design buttons feel cheap. Hope the next patch sorts it out.",2025-05-02,True
PR-012216,LUMEN-BUDS-2,5,"Not gonna lie, the deliery is surprisingly responsive. Would not recommend right now.",2025-12-10,True
PR-012217,LUMEN-HUB-MINI,2,"Honestly, the performance stutters constantly. Would not recommend right now.",2025-06-01,True
PR-012218,LUMEN-BUDS-2,2,"Since yesterday, the sync won't sync. Please fix this.",2025-03-12,True
PR-012219,LUMEN-BUDS-2,5,"Since yesterday, the connection has excellent souund. Expected better from Lumen.",2025-11-22,True
PR-012220,LUMEN-BUDS-2,3,"I love how this has excellent sounnd, but the fit buttons feel cheap.",2025-06-09,True
PR-012221,LUMEN-BUDS-2,5,"Since yesterday, the onboarding has excellent sound. Please fix this.",2025-02-25,True
PR-012222,LUMEN-HUB-MINI,1,"Sadly, the package package was already open. Also, the chrge drains while idle.",2025-07-02,True
PR-012223,LUMEN-BUDS-2,1,"After the latest update, the charging dies before lunchh. Also, the shipping box was damaged.",2025-06-03,True
PR-012224,LUMEN-BUDS-2,5,"After the latest update, the microphone fits perfectly. This is getting old.",2026-05-20,True
PR-012225,LUMEN-HUB-MINI,4,"For the price, the sync was easy to set up. Hope the next patch sorts it out.",2026-01-04,True
PR-012226,LUMEN-HUB-MINI,3,"Quick update, the bluetooth won't sync. Expected better from Lumen.",2026-04-03,False
PR-012227,LUMEN-WATCH-X,1,"For the price, the package wrong item was shipped.",2026-06-24,True
PR-012228,LUMEN-HUB-MINI,5,"For the price, the pairing looks fantastic. Support, can you help?",2025-06-03,True
PR-012229,LUMEN-WATCH-X,2,"Five stars for making sure the shipping wrong item was shipped. Just kidding. Support, can you help?",2025-05-16,True
PR-012230,LUMEN-WATCH-X,2,"Not gonna lie, the setup setup loops forever!! Also, the pairing refuses to pair. This is getting old.",2026-02-24,False
PR-012231,LUMEN-WATCH-X,5,"After the latest update, the design has excellent sound.",2025-11-27,True
PR-012232,LUMEN-WATCH-X,1,"I love how this made my routine easier, but the package arrived late.",2025-01-22,True
PR-012233,LUMEN-BUDS-2,2,"I love how this was easy to set up, but the wifi disconnects at random. This is getting old.",2025-05-17,True
PR-012234,LUMEN-WATCH-X,2,"After the latest update, the screen keeps crashing. Also, the setup onboarding is broken. Also, the battery needs charging twice a day.",2025-07-25,True
PR-012235,LUMEN-BUDS-2,4,"Three weeks in, the battery made my routine esier!!",2026-01-06,True
PR-012236,LUMEN-HUB-MINI,4,"I love how this looks fantastic, but the power drain dies before lunch.",2025-06-24,True
PR-012237,LUMEN-HUB-MINI,2,"For the price, the installation instructions are confusing. Would not recommend right now.",2025-06-25,True
PR-012238,LUMEN-HUB-MINI,4,"Quick update, the battery fits perfectly.",2025-07-19,True
PR-012239,LUMEN-BUDS-2,3,"I love how this fits perfectly, but the wifi forgets my device. Please fix this.",2026-03-26,True
PR-012240,LUMEN-BUDS-2,1,"Since yesterday, the installation login never completes. Also, the charging barely lasts 6 hours. Expected better from Lumen.",2025-07-13,True
PR-012241,LUMEN-HUB-MINI,5,"Three weeks in, the charging fits perfectly. Would not recommend right now. #notimpressed",2025-07-19,True
PR-012242,LUMEN-WATCH-X,1,"After the latest update, the setup login never completes. Also, the buttons hurts after an hour. Hope the next patch sorts it out.",2025-06-12,False
PR-012243,LUMEN-BUDS-2,2,"Since yesterday, the design buttons feel cheap. Please fix this.",2025-06-06,True
PR-012244,LUMEN-HUB-MINI,2,"Since yesterday, the charging needs charging twice a day... Also, the bluetooth refuses to pair.",2025-04-08,True
PR-012245,LUMEN-BUDS-2,5,"Since yesterday, the delivery made my routine easier.",2025-03-20,True
PR-012246,LUMEN-HUB-MINI,1,"Not gonna lie, the microphone volume is too low.",2025-01-16,True
PR-012247,LUMEN-WATCH-X,1,"Quick update, the buttons hurts after an hour.",2025-06-21,True
PR-012248,LUMEN-WATCH-X,5,"Not gonna lie, the wifi is surprisingly responsive. Hope the next patch sorts it out.",2026-03-20,True
PR-012249,LUMEN-BUDS-2,3,"Three weeks in, the charge needs charging twice a day. Supporrt, can you help?",2025-03-07,True
PR-012250,LUMEN-WATCH-X,4,"After the latest update, the sync looks fantastic.",2025-01-08,True
PR-012251,LUMEN-HUB-MINI,2,"Honestly, the case hurts after an hour.",2025-01-12,True
PR-012252,LUMEN-WATCH-X,4,"I love how this feels premium, but the performance keeps crashing!! Would not recommend right now.",2026-03-24,True
PR-012253,LUMEN-WATCH-X,3,"Three weeks in, the screen buttons feel cheap. Hope the next patch sorts it out. ugh",2025-02-08,True
PR-012254,LUMEN-HUB-MINI,1,"Honestly, the wifi drops the connection. Expected better from Lumen.",2025-11-10,True
PR-012255,LUMEN-BUDS-2,3,"Five stars for making sure the login account linking fails. Just kidding. Also, the battery life drains while idle.",2026-04-25,False
PR-012256,LUMEN-BUDS-2,4,"Not gonna lie, the battery feels premium. Support, can you help?",2025-10-10,True
PR-012257,LUMEN-HUB-MINI,3,"I love how this has excellent sound, but the installation instructions are confusing.",2025-03-15,True
PR-012258,LUMEN-HUB-MINI,3,"After the latest update, the onboarding setup loops forever.",2026-03-15,True
PR-012259,LUMEN-WATCH-X,1,"Quick update, the app lags after every tap.",2025-11-29,True
PR-012260,LUMEN-BUDS-2,5,"Not gonna lie, the box was easy to set up. Expected better from Lumen.",2025-03-10,True
PR-012261,LUMEN-BUDS-2,3,"I love how this was easy to set up, but the design case scratches easily. Also, the package replacement never came. Expected better from Lumen.",2026-06-09,True
PR-012262,LUMEN-HUB-MINI,2,"Sadly, the charge is surprisingly responsive. This is getting old.",2025-06-09,True
PR-012263,LUMEN-WATCH-X,4,"I love how this fits perfectly, but the volume sound crackles. Support, can you help?",2025-03-19,True
PR-012264,LUMEN-HUB-MINI,2,"I love how this is surprisingly responsive, but the charging won't hold a charge. Expected better from Lumen.",2026-02-20,False
PR-012265,LUMEN-HUB-MINI,1,"For the price, the charge dies before lunch!! Also, the performance keeps crashing. Expected better from Lumen.",2026-06-27,True
PR-012266,LUMEN-BUDS-2,1,"For the price, the power drain needs charging twice a day.",2025-09-14,True
PR-012267,LUMEN-BUDS-2,2,"Honestly, the bluetooth won't sync.",2025-04-15,False
PR-012268,LUMEN-BUDS-2,1,"Honestly, the installation login never completes. Also, the pairing forgets my device. Expected better from Lumen.",2026-06-08,True
PR-012269,LUMEN-WATCH-X,3,"I love how this has excellent sound, but the pairing refuses to pair. Would not recommend right now.",2025-09-19,True
PR-012270,LUMEN-BUDS-2,2,"I love how this works exactly as promised, but the battery drains while idle. Hope the next patch sorts it out.",2026-03-31,True
PR-012271,LUMEN-HUB-MINI,1,"Not gonna lie, the power drain needs charging twice a day. Also, the microphone volume is too low. Also, the box wrong item was shipped. Hope the next patch sorts it out.",2026-04-12,True
PR-012272,LUMEN-WATCH-X,3,"Honestly, the charge drains while idle. Also, the buttons screen is hard to read. Support, can you help?",2025-12-02,False
PR-012273,LUMEN-BUDS-2,2,"Since yesterday, the battery life needs charging twice a day!! This is getting old.",2025-11-08,True
PR-012274,LUMEN-WATCH-X,5,"Sadly, the interface feels premium. Support, can you help?",2025-03-04,True
PR-012275,LUMEN-HUB-MINI,3,"After the latest update, the replacement looks fantastic.",2025-10-11,True
PR-012276,LUMEN-HUB-MINI,2,"Three weeks in, the noise cncellation audio cuts out...",2025-08-10,True
PR-012277,LUMEN-WATCH-X,5,"After the latest update, the firmware looks fantastic. Expected better from Lumen.",2026-02-16,True
PR-012278,LUMEN-BUDS-2,4,"Quick update, the screen made my routine easier. Expected better from Lumen.",2025-09-23,False
PR-012279,LUMEN-WATCH-X,2,"Sadly, the screen freezes every few minutes. This is getting old. #notimpressed",2025-01-09,True
PR-012280,LUMEN-HUB-MINI,2,"Honestly, the replacement repacement never came. Also, the bluetooth forgets my device.",2025-05-24,True
PR-012281,LUMEN-HUB-MINI,2,"Sadly, the screen became painfully slow. Please fix this.",2025-02-10,True
PR-012282,LUMEN-HUB-MINI,2,Exactly what I wanted: a device that fit is uncomfortable. Please fix this.,2025-06-22,True
PR-012283,LUMEN-HUB-MINI,3,"I love how this has excellent sound, but the onboarding login never completes. Expected better from Lumen.",2025-06-10,True
