ticket_id,customer_id,ticket_text,category_tag,resolution_time_hours,created_date
ST-007239,CUST-958621,"Since yesterday, the noise cancellation sound crackles. This is getting old. smh",,3.16,2025-05-20
ST-007240,CUST-853111,"Not gonna lie, the onboarding was easy to set up.",,5.74,2025-03-18
ST-007241,CUST-281779,"I love how this fits perfectly, but the shipping wrong item was shipped. Support, can you help? smh",,33.08,2025-11-05
ST-007242,CUST-036666,"Three weeks in, the login login never compltes. Also, the screen fit is uncomfortable. Please fix this. ugh",,5.58,2026-02-01
ST-007243,CUST-369472,"Three weeks in, the firmware keeps crashing. Would not recommend right now.",,16.86,2026-02-04
ST-007244,CUST-813265,"Honestly, the sync refuses to pair. Also, the shipping replacement never came. Also, the setup login never completes. Would not recommend right now. :/",,21.13,2026-05-08
ST-007245,CUST-984503,"Not gonna lie, the audio sound cracklees!!",audio,19.09,2025-08-21
ST-007246,CUST-379029,"Since yesterday, the sync disconnects at random. Please fix this.",,5.97,2025-04-03
ST-007247,CUST-403753,"Not gona lie, the pairing was easy to set up.",,12.56,2026-03-02
ST-007248,CUST-531324,"I love how this feels premium, but the charging dies before lunch. Also, the package arrived late. Also, the pairing won't sync.",,5.59,2025-09-08
ST-007249,CUST-527567,"Since yesterday, the sync refuses to pair. Also, the charge needs charging twice a day. Expected better from Lumen.",,10.64,2025-02-23
ST-007250,CUST-195030,"Since yesterday, the battery life fits perfectly. Please fix this.",,2.67,2025-12-03
ST-007251,CUST-568780,"After the latest update, the app stutters constantly. Also, the microphone microphone sounds muffled.",,21.91,2025-06-03
ST-007252,CUST-712652,"Quick update, the audio feels premium. Would not recommend right now.",,7.65,2026-01-15
ST-007253,CUST-494891,"For the price, the pairing refuses to pair. Support, can you help?",,9.46,2026-02-20
ST-007254,CUST-852983,"After the latest update, the fit case scratches easily.",,3.71,2025-04-26
ST-007255,CUST-882015,"Amazing job, Lumen—now my screen stutters constantly. Also, the box box was damaged. Also, the account instructions are confusing.",,7.67,2026-02-15
ST-007256,CUST-149777,"Sadly, the box box was damaged. Support, can you help?",delivery,5.19,2025-05-09
ST-007257,CUST-649136,"For the price, the account account linking fails. Also, the box packkage was already open.",,21.61,2026-03-29
ST-007258,CUST-165765,"For the price, the setup login never completes. Also, the pairing forgets my device. This is getting old.",setup,7.35,2025-01-07
ST-007259,CUST-282261,"I love how this fits perfectly, but the onboarding instructions are confusing. Would not recommend right now.",,7.16,2025-02-15
ST-007260,CUST-954902,"After the latest update, the box package was already open. Also, the battery life neeeds charging twice a day.",delivery,3.82,2025-07-23
ST-007261,CUST-948494,"Quick update, the screen case scratches easily. Would not recommend right now. ugh",,7.32,2025-04-02
ST-007262,CUST-345776,"After the latest update, the setup setup loops forever. Also, the shipping box was damaged. Expected better from Lumen.",,21.65,2025-02-27
ST-007263,CUST-613886,"I love how this looks fantastic, but the audio sound crackles.",,39.51,2025-01-19
ST-007264,CUST-550091,"After the latest update, the wifi won't sync. Also, the sound audio cuts out. Please fix this.",,11.75,2026-05-22
ST-007265,CUST-595678,"Quick update, the setup account linking fails. Hope the next patch sorts it out.",setup,10.62,2026-01-31
ST-007266,CUST-323959,"Quick update, the power drain won't hold a charge. Also, the volume sound crackles. Also, the bluetooth drops the connection. Please fix this.",,15.77,2025-05-24
ST-007267,CUST-360194,"Amazing job, Lumen—now my interface became painfully slow. This is getting old.",,6.33,2025-07-15
ST-007268,CUST-127066,"For the price, the login onboarding is broken. Also, the charge drains while idle.",,14.17,2025-10-23
ST-007269,CUST-185360,"Three weeks in, the power drain barely lasts 4 hours. Also, the interface keeps crashing.",,17.76,2025-08-22
ST-007270,CUST-878072,"Three weeks in, the account onboarding is broken. Also, the battery life dies before lunch. Would not recommend right now.",,17.77,2026-01-07
ST-007271,CUST-020338,"Not gonna lie, the battery dies before lunch!! Also, the package box was damaged. Also, the microphone sound crackles. Support, can you help?",,34.41,2025-04-09
ST-007272,CUST-811209,"Three weeks in, the installation login never completes.",,9.08,2025-08-07
ST-007273,CUST-966763,"Honestly, the case buttons feel cheap. Also, the volume noise cancellation got worse. This is getting old.",,12.36,2026-02-26
ST-007274,CUST-720373,"For the price, the sync forgets my devic. Also, the box box was damaged. Please fix this.",,15.24,2026-04-22
ST-007275,CUST-448365,"Since yesterday, the charge dies before lunch. Spport, can you help?",,17.57,2025-01-03
ST-007276,CUST-670719,"I love how this feels premium, but the noise cancellation volume is too low. This is getting old.",,3.9,2025-02-01
ST-007277,CUST-056574,"I love how this made my routine easier, but the battery life dies before lunch. Would not recommend right now.",,6.81,2025-06-11
ST-007278,CUST-396770,"Three weeks in, the interface stutters constantly.",,2.31,2026-06-08
ST-007279,CUST-546739,"Honestly, the charge needs charging twice a day. Also, the login login never completes. Also, the buttons screen is hard to read. Please fix this.",,6.52,2025-05-11
ST-007280,CUST-316490,"Not gonna lie, the power drain won't hold a charge. Hope the next patch sorts it out.",,6.38,2026-02-27
ST-007281,CUST-954688,"Not gonna lie, the power drain dies before lunch. Also, the bluetooth refuses to pair. Expected better from Lumen.",battery,11.02,2026-06-30
ST-007282,CUST-730588,"Quick update, the connection forgets my device. Hope the next patch sorts it out.",,10.02,2025-07-30
ST-007283,CUST-681025,"For the price, the connection refuses to pair. Expected better from Lumen.",,7.68,2025-03-13
ST-007284,CUST-312926,"Since yesterday, the box arrived late. Also, the volume sound crackles. Would not recommend right now.",,4.18,2025-05-12
ST-007285,CUST-625478,"Sadly, the performance keeps crashing. Also, the account login never completes. Also, the microphone audio cuts out.",,8.6,2025-04-11
ST-007286,CUST-009580,"Not gonna lie, the pairing drops the connection.",,13.42,2025-12-26
ST-007287,CUST-401461,"After the latest update, the screen buttons feel cheap. This is getting old.",,24.84,2025-03-27
ST-007288,CUST-597000,"Three weeks in, the pairing refuses to pair. Also, the microphone noise cancellation got worse. Also, the design buttons feel cheap. Support, can you help?",,16.87,2025-02-07
ST-007289,CUST-190073,Five stars for making sure the battery life drains while idle. Just kidding. This is getting old.,,6.99,2026-01-01
ST-007290,CUST-885467,"After the latest update, the microphone sound crackles. Expected better from Lumen.",,18.3,2025-12-19
ST-007291,CUST-347436,"For the pric, the screen freezes every few minutes. Also, the charging dies before lunch. Also, the case case scratches easily. This is getting old.",,15.82,2025-06-22
ST-007292,CUST-939089,"Not gonna lie, the charging is surprisingly responsive.",,6.71,2026-04-04
ST-007293,CUST-413198,"Three weeks in, the firmware lags after every tap.",,22.75,2026-05-04
ST-007294,CUST-596718,"I love how this works exactly as promised, but the sync disconnects at random. This is getting old.",,8.4,2025-04-10
ST-007295,CUST-321305,"Honestly, the app keeps crashing. Also, the connection disconnects at random. Please fix this.",,11.64,2025-01-02
ST-007296,CUST-428425,"Sadly, the installation setup loops forever. Also, the connection disconnects at random. This is getting old.",,23.06,2025-09-11
ST-007297,CUST-111903,"Since yesterday, the app freezes every few minutes. Support, can you help?",,10.94,2025-06-15
ST-007298,CUST-594094,"Quick update, the charge dies before lunch. Please fix this.",,15.88,2025-12-24
ST-007299,CUST-294125,"Honestly, the screen screen is hard to read. Also, the charging drains while idle. Would not recommend right now.",design,3.71,2025-07-11
ST-007300,CUST-979990,"After the latest update, the screen buttons feel cheap. ugh",,21.26,2025-04-02
ST-007301,CUST-323887,"Not gonna lie, the app keeps crashing. Expected better from Lumen.",performance,3.04,2025-07-06
ST-007302,CUST-676606,"Sadly, the pairing drops the connection.",,14.94,2026-05-13
ST-007303,CUST-289513,"Three weeks in, the audio sound crackles. Also, the login instructions are cnfusing. smh",,19.86,2026-01-12
ST-007304,CUST-403997,"Honestly, the firmware stutters constantly. Support, can you help?",,5.4,2025-01-09
ST-007305,CUST-838744,"Sadly, the battery drains while idle. Please fix this.",battery,8.53,2025-09-14
ST-007306,CUST-308183,"After the latest update, the sound looks fantastic. ???",,5.59,2026-06-02
ST-007307,CUST-632939,"I love how this is surprisingly responsive, but the setup login never completes.",,5.69,2026-05-26
ST-007308,CUST-702663,"Sadly, the wifi won't sync. Hope the next patch sorts it out.",,6.06,2025-03-13
ST-007309,CUST-820715,"Sadly, the fit buttons feel cheap. Also, the wifi disconnects at random. Also, the sound volume is too low. Hope the next patch sorts it out.",,17.97,2026-05-22
ST-007310,CUST-481851,"Three weeks in, the battery won't hold a charge. Please fix this.",,4.3,2025-10-08
ST-007311,CUST-331178,"Quick update, the charging won't hold a charge. Hope the next patch sorts it out.",battery,3.9,2025-06-23
ST-007312,CUST-605776,"After the latest update, the battery barely lasts 2 hours. Also, the fit case scratches easily.",,7.0,2025-09-30
ST-007313,CUST-771928,"Sadly, the onboarding instructions are confusing. Also, the delivery replacement never came. Support, can you help?",,4.09,2026-05-30
ST-007314,CUST-892030,"I love how this fits perfectly, but the interface became painfully slow.",performance,6.95,2025-01-28
ST-007315,CUST-287574,"For the price, the power drain barely lasts 2 hours. This is getting old.",battery,6.21,2025-12-03
ST-007316,CUST-058923,"Not gonna lie, the battery drains while idle.",,8.51,2025-09-15
ST-007317,CUST-036067,"I love how this is surprisingly responsive, but the battery life dies before lunch. Expected better from Lumen.",,8.25,2025-11-09
ST-007318,CUST-787192,"Honestly, the screen buttons feel cheap.",,4.87,2025-07-04
ST-007319,CUST-497265,"For the price, the pairing forgets my device.",,8.06,2026-06-04
ST-007320,CUST-571364,"Sadly, the design screen is hard to read. Expected better from Luumen.",,7.1,2026-06-05
ST-007321,CUST-967451,"Not gonna lie, the delivery looks fantastic.",delivery,17.34,2026-02-02
ST-007322,CUST-453752,"Since yesterday, the connection forgets my device.",,18.65,2025-02-28
ST-007323,CUST-574488,"Not gonna lie, the power drain barely lasts 2 hours. Expected btter from Lumen.",,3.69,2025-11-10
ST-007324,CUST-252699,"Sadly, the firmware keeps crashing.",,18.81,2026-01-07
ST-007325,CUST-018511,"Sadly, the charge drains while idle...",,17.73,2025-04-19
ST-007326,CUST-156733,"After the latest update, the delivery replacement never came. Hope the next patch soorts it out.",,8.45,2025-08-22
ST-007327,CUST-851576,"Three weeks in, the buttons hurts after an hour. Expected better from Lumen.",,17.68,2025-03-11
ST-007328,CUST-467050,"Honestlyy, the shipping box was damaged. Also, the volume volume is too low. Please fix this.",,12.44,2026-03-30
ST-007329,CUST-680983,"Three weeks in, the sync disconnects at random!! Hope the next patch sorts it out.",,7.58,2025-05-12
ST-007330,CUST-831934,"Three weeks in, the screen freezes every few minutes.",,4.42,2026-02-02
ST-007331,CUST-650275,"Sadly, the power drain won't hold a charge.",,1.67,2025-08-24
ST-007332,CUST-860345,"After the latest update, the wifi disconnects at random.",,3.94,2025-03-07
ST-007333,CUST-633389,"I love how this is surprisingly responsive, but the wifi refuses to pair. Support, can you help?",,8.73,2025-02-26
ST-007334,CUST-234952,"Since yesterday, the shipping package was already open. This is getting old.",,11.46,2025-07-27
ST-007335,CUST-457051,"I love how this made my routine easier, but the charge needs charging twice a day. Please fix this.",,15.13,2025-12-12
ST-007336,CUST-557826,"Quick update, the interface keeps crashing!! :/",,6.01,2025-10-01
ST-007337,CUST-388032,"Three weeks in, the installation setup loops forever. Also, the app became painfully slow.",,9.41,2026-05-14
ST-007338,CUST-427161,"Not gonna lie, the shipping package was already open. Would not recommend right now.",delivery,15.1,2025-05-31
ST-007339,CUST-862869,"Three weeks in, the sound sound crackles. Hope the next patch sorts it out.",,34.53,2025-10-14
ST-007340,CUST-747623,"Sadly, the login account linking fails...",setup,2.07,2025-09-05
ST-007341,CUST-703854,"Quick update, the power drain drains while idle. Also, the noise cancellation noise cancellation got worse. Hope the next patch sorts it out.",,67.43,2026-06-15
ST-007342,CUST-787268,"I love how this was easy to set up, but the login setup loops forever. Hope the next patch sorts it out.",,11.01,2025-04-06
ST-007343,CUST-193192,"I love how this has excellent sound, but the account login never completes.",,4.8,2025-11-30
ST-007344,CUST-294123,"Since yesterday, the fit case scratches easily. Also, the charging won't hold a charge. This is getting old.",,15.28,2025-03-05
ST-007345,CUST-280625,"Three weeks in, the connection disconnects at random. Also, the fit case scratches easily. Also, the charging dies before lunch. Expected better from Lumen.",,4.15,2026-05-04
ST-007346,CUST-394185,"Sadly, the sync disconnects at random. Hope the next patch sorts it out.",connectivity,10.43,2026-01-13
ST-007347,CUST-455418,"Quick update, the interface lags after every tap. Expected better from Lumen.",,9.46,2025-07-21
ST-007348,CUST-925883,"Amazing job, Lumen—now my screen hurts after an hour. Would not recommend right now.",design,13.36,2025-01-25
ST-007349,CUST-140035,"I love how this fits perfectly, but the sync forgets my device. Also, the onboarding onboarding is broken.",,20.86,2025-04-06
ST-007350,CUST-630328,"Honestly, the buttons buttons feel cheap. Support, can you help?",,15.37,2026-06-13
ST-007351,CUST-267354,"I love how this fits perfectly, but the charging dies before lunch. Also, the screen became painfully slow.",,9.81,2025-10-25
ST-007352,CUST-904798,"For the price, the battery drains while idle. This is getting old.",,10.56,2026-03-30
ST-007353,CUST-657168,"Honestly, the case buttons feel cheap. Support, can you help?",,7.47,2025-12-07
ST-007354,CUST-962132,"After the latest update, the charging dies before lunch.",,4.04,2025-12-24
ST-007355,CUST-508628,"Sadly, the charging dies before lunch. ???",,7.56,2025-09-04
ST-007356,CUST-685643,"Thee weeks in, the audio volume is too low. Please fix this.",audio,3.03,2026-04-18
ST-007357,CUST-476088,"I love how this has excellent sound, but the noise cancellation volume is too low. This is getting old.",,9.84,2025-04-14
ST-007358,CUST-230925,"After the latest update, the performance freezes every few minutes.",,57.68,2025-01-21
ST-007359,CUST-872894,"For the price, the installation onboarding is broken.",setup,12.21,2025-05-27
ST-007360,CUST-673631,"Not gonna lie, the design screen is hard to read. Support, can you help?",design,6.75,2025-04-02
ST-007361,CUST-633084,"For the price, the buttons case scratches easily. Also, the audio sound crackles.",design,9.52,2025-04-06
ST-007362,CUST-601726,"For the price, the case screen is hard to read. Would not recommend right now.",,5.44,2026-04-08
ST-007363,CUST-280336,"Three weeks in, the power drain dies before lunch.",,4.01,2025-03-23
ST-007364,CUST-490847,Five stars for making sure the battery life dies before lunch. Just kidding.,,9.98,2025-07-02
ST-007365,CUST-491163,"For the price, the screen case scratches easily. Hope the next patch sorts it out.",,6.66,2025-05-11
ST-007366,CUST-430310,"Since yesterday, the performance stutters constantly. Also, the batery won't hold a charge. ugh",,4.13,2026-01-10
ST-007367,CUST-166366,"After the latest update, the battery dies before lunch. This is getting old.",,17.84,2026-02-23
ST-007368,CUST-228455,"I love how this looks fantastic, but the installation account linking fails. Also, the noise cancellation microphone sounds muffled. Please fix this.",setup,11.4,2025-05-01
ST-007369,CUST-414085,"For the price, the power drain won't hold a charge. This is getting old.",,10.42,2026-05-07
ST-007370,CUST-796229,"I love how this fits perfectly, but the interface keeps crashing. Also, the box arrived late. Hope the next patch sorts it out.",,9.08,2025-09-20
ST-007371,CUST-511084,Exactly what I wanted: a device that needs charging twice a day. Would not recommend right now.,,4.83,2026-01-03
ST-007372,CUST-861066,"I love how this works exactly as promised, but the onboarding instructions are confusing. Also, the noise cancellation volume is too low. Also, the delivery replacement never came.",,32.13,2025-12-02
ST-007373,CUST-002604,"I love how this looks fantastic, but the onboarding account linking faills. Also, the replacement arrived late. This is getting old.",,23.86,2026-03-28
ST-007374,CUST-690174,"Sadly, the app freezes every few minutes. Support, can you help?",,4.03,2026-05-26
ST-007375,CUST-953891,"Honestly, the screen lags after every tap. Expected better from Lumen.",,27.03,2025-12-18
ST-007376,CUST-624410,"Three weeks in, the installation login never completes. Also, the wifi drops the connectionn.",setup,5.73,2025-07-05
ST-007377,CUST-667884,"Five stars for making sure the onboarding login never completes. Just kidding. Support, can you help? :/",,4.93,2025-01-11
ST-007378,CUST-573216,"For the price, the app keeps crashing. This is getting old.",,4.91,2025-11-27
ST-007379,CUST-502423,"Quick update, the replacement wrong item was shipped. Also, the battery life needs charging twice a day. Expected better from Lumen.",delivery,25.41,2025-10-20
ST-007380,CUST-893544,"Three weeks in, the power drain dies before lunch. Also, the screen lags after every tap. Support, can you help?",,15.98,2025-08-11
ST-007381,CUST-071107,"I love how this was easy to set up, but the wifi won't sync. Please fix this.",,6.57,2025-01-15
ST-007382,CUST-298502,"Since yesterday, the battery won't hold a charge.",,5.14,2025-04-06
ST-007383,CUST-305066,"Not gonna lie, the bluetooth refuses to pair. Also, the charge drains while idle. Also, the sound audio cuts out. Support, can you help?",,12.77,2025-09-17
ST-007384,CUST-714853,Exactly what I wanted: a device that package was already open.,,11.64,2025-03-11
ST-007385,CUST-331714,"I love how this looks fantastic, but the login setup loops forever.",,8.88,2025-07-07
ST-007386,CUST-795541,"Sadly, the pairing won't sync. This is getting old.",,11.43,2026-02-19
ST-007387,CUST-298249,"I love how this fits perfectly, but the pairing refuses to pair.",,7.13,2025-01-14
ST-007388,CUST-220288,"I love how this has excellent sound, but the charge needs charging twice a day. Would not recommend right now.",,18.38,2025-12-17
ST-007389,CUST-152089,"Three weeks in, the account account linking fails.",,15.59,2025-06-09
ST-007390,CUST-521768,"I love how this feels premium, but the screen stutters constantly. Also, the shipping box was damaged.",,7.67,2026-02-09
ST-007391,CUST-012696,"Since yesterday, the battery needs charging twice a day. Also, the interface became painfully slow. Also, the noise cancellation audio cuts out. Hope the next patch sorts it out. smh",,16.34,2025-08-14
ST-007392,CUST-250507,"For the price, the installation instructions are confusing. Would not recommend right now.",,6.85,2026-04-25
ST-007393,CUST-324913,"Sadly, the installation instructions are confusing.",,9.7,2026-01-09
ST-007394,CUST-943032,"For the prrice, the replacement arrived late. Also, the connection drops the connection. Please fix this.",,7.53,2025-01-01
ST-007395,CUST-502749,"Sadly, the microphone audio cuts out!! Also, the charging drains while idle.",audio,4.68,2026-02-03
ST-007396,CUST-623838,"Honestly, the power drain needs charging twice a day. Please fix this.",,8.61,2026-01-11
ST-007397,CUST-440376,"I love how this is surprisingly responsive, but the design hurts after an hour.",,5.6,2025-04-29
ST-007398,CUST-543999,"Since yesterday, the sound noise cancellation got worse.",audio,3.33,2025-02-16
ST-007399,CUST-428580,"Three weeks in, the package replacement never came. Support, can you help?",,21.14,2026-06-16
ST-007400,CUST-330864,"Not gonna lie, the delivery box was damaged. Expected better from Lumen.",,8.99,2025-12-05
ST-007401,CUST-148632,"Quick update, the audio audio cuts out. Also, the charge barely lasts 5 hours. Please fix this.",,9.33,2026-05-29
ST-007402,CUST-908505,"After the latest update, the screen became painfully slow. Please fix this.",,7.31,2026-06-16
ST-007403,CUST-048715,"Honestly, the replacement box was damaged. Also, the battery dies before lunch. This is getting old.",,11.99,2026-01-05
ST-007404,CUST-905182,"Since yesterday, the battery won't hold a charge. Expected better from Lumen.",,9.48,2025-02-26
ST-007405,CUST-377210,"Quick update, the volume microphone sounds muffled. Also, the connection refuses to pair. Also, the onboarding instructions are confusing. Would not recommend right now.",,15.28,2026-04-07
ST-007406,CUST-907444,"I love how this is surprisingly responsive, but the login setup loops forever. Hope the next patch sorts it out. :/",,2.49,2025-12-04
ST-007407,CUST-793911,Exactly what I wanted: a device that won't hold a charge. Hope the next patch sorts it out.,,6.01,2025-01-15
ST-007408,CUST-717400,"Quick update, the firmware freezes every few minutes. Support, can you help?",,14.84,2025-05-28
ST-007409,CUST-345688,"Three weeks in, the installation instructions are confusing. Also, the buttons buttons feel cheap. Support, can you help?",setup,18.99,2026-02-03
ST-007410,CUST-486573,"Three weeks in, the power drain barely lasts 3 hours.",,21.93,2025-07-23
ST-007411,CUST-744966,"I love how this is surprisingly responsive, but the connection forgets my device.",,5.95,2025-08-03
ST-007412,CUST-607236,"Quick update, the screen fit is uncomfortable. Expected better from Lumen.",,8.23,2025-07-10
ST-007413,CUST-604741,"I love how this has excellent sound, but the installation onboarding is broken.",,6.17,2025-05-21
ST-007414,CUST-208180,"Honestly, the charging won't hold a charge... Expected better from Lumen.",,13.28,2025-07-28
ST-007415,CUST-368938,"Three weeks in, the onboarding instructions are confusing. Also, the wifi forgets my device. Would not recommend right now.",,13.31,2025-11-11
ST-007416,CUST-252894,"Not gonna lie, the setup setup loops forever. Please fix this.",,1.64,2025-05-26
ST-007417,CUST-043935,"I love how this looks fantastic, but the screen case scratches easily. Hope the next patch sorts it out. ugh",,8.18,2025-05-05
ST-007418,CUST-160269,"Honestly, the screen freezes every few minutes. Expected better from Lumen.",,26.13,2025-10-28
ST-007419,CUST-577526,"Three weeks in, the power drain dies before lunch.",battery,11.33,2025-09-19
ST-007420,CUST-684803,"Honestly, the login account linking fails!! Also, the screen stutters constantly. Would not recommend right now.",,12.81,2026-05-21
ST-007421,CUST-163678,"Not gonna lie, the power drain drains while idle. Also, the noise cancellation microphone sounds muffled. Hope the next patch sorts it out.",,13.18,2025-10-18
ST-007422,CUST-175248,"Since yesterday, the charge dies before lunch. Also, the shipping package was already open. Support, can you help?",battery,15.32,2026-05-17
ST-007423,CUST-135376,"Quick update, the performance freezes every few minutes. Also, the power drain barely lasts 3 hours.",,8.42,2025-10-11
ST-007424,CUST-429839,"I love how this has excellent sound, but the performance freezes every few minutes.",,7.1,2026-05-24
ST-007425,CUST-303953,"Honestly, the screen fit is uncomfortable.",,3.42,2025-01-13
ST-007426,CUST-952608,"For the price, the connection won't sync.",,4.75,2026-02-21
ST-007427,CUST-853298,"After the latest update, the power drain needs charging twice a day. Also, the package box was damaged. This is getting old.",,13.98,2025-10-05
ST-007428,CUST-734011,"After the latest update, the delivery wrong item was shipped.",,8.19,2025-04-03
ST-007429,CUST-499747,"For the price, the bluetooth refuses to pair. Also, the battery life needs charging twice a day. Expected better from Lumen.",,3.73,2025-02-22
ST-007430,CUST-547377,"Not gonna lie, the login onboarding is broken. Please fix this.",,2.96,2026-05-31
ST-007431,CUST-049909,"I love how this made my routine easier, but the shipping arrived late. Expected better from Lumen.",,9.67,2025-06-07
ST-007432,CUST-678194,"Not gonna lie, the account login never completes. Also, the app lags after every tap. Please fix this.",,5.39,2025-01-31
ST-007433,CUST-565977,"Since yesterday, the screen case scratches easily. Support, can you help?",,5.96,2026-05-28
ST-007434,CUST-396103,"Honestly, the microphone microphone sounds muffled. Also, the screen fit is uncomfortable. Also, the sync won't sync.",audio,83.07,2026-06-17
ST-007435,CUST-405736,"Honestly, the charge barely lasts 4 hours. Please fix this.",battery,3.15,2026-03-10
ST-007436,CUST-891080,"Sadly, the charge dies before lunch.",,39.93,2025-10-07
ST-007437,CUST-417569,"Love paying premium prices so the account instructions are confusing. Also, the app freezes every few minutes. Expected better from Lumen.",,4.46,2025-02-19
ST-007438,CUST-430721,"I love how this has excellent sound, but the pairing drops the connection. Would not recommend right now. #notimpressed",,11.42,2025-04-17
ST-007439,CUST-887716,"I love how this feels premium, but the replacement package was already open. Please fix this.",delivery,3.76,2026-05-09
ST-007440,CUST-991658,"I love how this works exactly as promised, but the fit screen is hard to read. Hope the next patch sorts it out.",,8.89,2025-05-31
ST-007441,CUST-723634,"Since yesterday, the app lags after every tap!!",,5.61,2025-02-18
ST-007442,CUST-110485,"Honestly, the battery life drains while idle. Also, the sync won't sync. Also, the screen stutters constantly.",,21.64,2025-09-26
ST-007443,CUST-786712,"Not gonna lie, the firmware lags after every tap. Also, the onboarding account linking fails. Hope the next patch sorts it out.",,10.98,2025-05-18
ST-007444,CUST-657281,"I love how this feels premium, but the package box was damaged. Also, the volume noise cancellation got worse. Expected better from Lumen.",,23.11,2025-03-08
ST-007445,CUST-829127,"Three weeks in, the login login never completes. Also, the performance lags after every tap. Hope the next patch sorts it out.",,15.11,2026-04-27
ST-007446,CUST-898852,"After the latest update, the account instructions are confusing. Hope the next patch sorts it out.",setup,10.53,2025-01-20
ST-007447,CUST-499196,"Quick update, the shipping works exactly as promised. Supporrt, can you help?",,17.32,2026-05-26
ST-007448,CUST-084158,"Three weeks in, the noise cancellation sound crackles. Also, the power drain dies before lunch. Also, the performance lags after every tap. Expecteed better from Lumen.",,23.5,2025-02-21
ST-007449,CUST-553730,"Three weeks in, the charge dies before lunch.",,16.51,2025-10-12
ST-007450,CUST-437631,"After the latest update, the firmware stutters constantly. Please fix this.",,3.92,2025-10-20
ST-007451,CUST-855967,"Honestly, the screen works exactly as promised. This is getting old.",performance,6.02,2026-04-22
ST-007452,CUST-071694,"For the price, the app lags after every tap.",,13.5,2025-03-30
ST-007453,CUST-481440,"After the latest update, the delivery replacement never came.",,3.72,2026-03-21
ST-007454,CUST-004075,"Not gonna lie, the buttons screen is hard to read. Also, the wifi forgets my device. Hope the next patch sorts it out.",design,26.99,2025-04-05
ST-007455,CUST-602310,"Not gonna lie, the replacement replacement never came. Would not recommend right now.",delivery,3.1,2026-01-06
ST-007456,CUST-640797,"Honestly, the bluetooth forgets my device.",,16.79,2026-05-19
ST-007457,CUST-296822,"For the price, the charge neds charging twice a day. Hope the next patch sorts it out.",battery,8.1,2025-07-13
ST-007458,CUST-885427,"Sadly, the power drain drains while idle.",,8.0,2025-05-20
ST-007459,CUST-344979,Exactly what I wanted: a device that barely lasts 6 hours. This is getting old.,,7.71,2025-02-26
ST-007460,CUST-925197,"I love how this is surprisingly responsive, but the bluetooth disconnects at random. Also, the charging dies before lunch. Also, the shipping box was damaged.",,30.57,2025-12-16
ST-007461,CUST-366547,"Sadly, the account instructions are confusing.",,7.63,2026-04-29
ST-007462,CUST-587837,"Quick update, the firmware lags after every tap. This is gettting old. :/",performance,8.1,2025-04-30
ST-007463,CUST-105392,"Three weeks in, the sync refuses to pair. Would not recommend right now.",,7.33,2025-07-15
ST-007464,CUST-590677,"Quick update, the power drain drains while idle. Also, the shipping box was damaged.",,3.75,2025-05-15
ST-007465,CUST-185360,"For the price, the installation instructions are confusing.",,4.08,2026-06-15
ST-007466,CUST-174304,Love paying premium prices so the shipping package was already open. Please fix this.,,9.75,2025-04-13
ST-007467,CUST-025600,"Honestly, the connection drops the connection. Expected better from Lumen.",,5.87,2025-10-08
ST-007468,CUST-413166,"Honestly, the setup login never completes. Support, can you help?",,6.97,2025-09-10
ST-007469,CUST-775270,"For the price, the bluetooth refuses to pair. ???",,11.49,2025-02-26
ST-007470,CUST-712797,"Since yesterday, the sound noise cancellation got worse. Also, the setup setup loops forever. Also, the shipping box was damaged. Please fix this.",audio,23.59,2025-11-12
ST-007471,CUST-176350,"Since yesterday, the interface keeps crashing. Would not recommend right now.",,5.37,2026-04-06
ST-007472,CUST-642729,"I love how this works exactly as promised, but the sound noise cancellation got worse. Expected better from Lumen.",,12.59,2025-09-18
ST-007473,CUST-904388,"Three weeks in, the wifi refses to pair. Expected better from Lumen.",,6.11,2026-01-11
ST-007474,CUST-176762,"Quick update, the bluetooth disconnects at random!! Also, the audio volume is too low. Also, the screen freezes every few minutes. Please fix this. ???",,4.74,2025-03-01
ST-007475,CUST-270254,"Not gonna lie, the shipping box was damaged.",,8.57,2025-08-29
ST-007476,CUST-316391,"Not gonna lie, the account instructions are confusing. Also, the pairing disconnects at random. Please fix this. ugh",,15.24,2026-06-06
ST-007477,CUST-584647,"Three weeks in, the app keeps crashing. Please fix this.",performance,4.53,2025-07-21
ST-007478,CUST-256046,"Since yesterday, the microphone noise cancellation got worse. This is getting old.",,4.9,2026-04-08
ST-007479,CUST-782036,"For the price, the charging barely lass 5 hours.",,5.53,2025-12-03
ST-007480,CUST-906155,"Sadly, the account onboarding is broken. Also, the performance keeps crashing. Please fix this.",,12.99,2026-03-18
ST-007481,CUST-026134,"Quick update, the account instructions are confusing. This is getting old.",,12.27,2025-10-26
ST-007482,CUST-097312,"Not gonna lie, the firmware freezes every few minutes. Support, can you help?",,4.29,2025-04-25
ST-007483,CUST-206676,"Since yesterday, the battery life drains while idle. Support, can you help?",battery,4.09,2025-09-26
ST-007484,CUST-654053,"Three weeks in, the connection refuses to pair. Please fix this.",,17.33,2026-03-24
ST-007485,CUST-242169,"Honestly, the connection won't sync. Expected better from Lumen.",,4.43,2025-05-18
ST-007486,CUST-435328,"For the price, the connecion forgets my device.",,10.47,2025-06-28
