review_id,platform,star_rating,review_text,app_version,review_date
AR-004459,ios,2,"Sadly, the interface lags after every tap. Support, can you help?",5.3.2,2025-04-28
AR-004460,ios,3,"Quick update, the account has excellent sound.",5.4.0,2025-09-28
AR-004461,android,2,Five stars for making sure the pairing refuses to pair. Just kidding.,5.4.0,2025-09-14
AR-004462,ios,3,"I love how this has excellent sound, but the wifi disconnects at random. Expected better from Lumen.",5.4.2,2026-01-10
AR-004463,ios,2,"Quick update, the sync won't sync. Support, can you help?",5.3.2,2025-06-01
AR-004464,ios,4,"Sadly, the firmware was easy to set up.",5.4.0,2025-08-31
AR-004465,android,3,"I love how this fits perfectly, but the sync refuses to pair. Also, the delivery wrong item was shipped. This is getting old.",5.3.2,2025-04-02
AR-004466,android,4,"For the price, the battery life made my routine easier.",5.4.0,2025-07-12
AR-004467,ios,2,"Honestly, the charge drains while idle. Hope the next patch sorts it out. :/",5.3.2,2025-04-10
AR-004468,android,2,"I love how this feels premium, but the interface freezes every few minutes.",5.4.2,2025-11-24
AR-004469,android,1,"Not gonna lie, the app became painfully slow. Also, the buttons buttons feel cheap. Hope the next patch sorts it out.",5.4.2,2025-12-17
AR-004470,android,2,"Since yesterday, the design fit is uncomfortable. Hope the next patch sorts it out. smh",5.5.0,2026-05-04
AR-004471,android,2,"After the latest update, the design screen is hard to read.",5.4.0,2025-09-20
AR-004472,ios,3,"For the price, the screen lags after every tap. Support, can you help?",5.4.2,2026-01-07
AR-004473,android,3,"I love how this has excellent sound, but the onboarding onboarding is broken. Would not recommend right now.",5.3.2,2025-06-08
AR-004474,android,3,"Sadly, the sync disconnects at random. Also, the account account linking fails. Hope the next patch sorts it out.",5.3.2,2025-05-21
AR-004475,ios,1,"Honestly, the charge needs charging twice a day.",5.4.0,2025-07-04
AR-004476,android,2,"I love how this is surprisingly responsive, but the wifi forgets my device. This is getting old. :/",5.5.0,2026-04-08
AR-004477,android,2,"I love how this made my routine easier, but the account login never completes. Would not recommend right now.",5.5.0,2026-02-05
AR-004478,ios,2,"For the price, the battery needs charging twice a day.",5.5.0,2026-05-04
AR-004479,android,2,"Sadly, the installation account linking fails. Support, can you help?",5.4.0,2025-07-31
AR-004480,ios,3,"Not gonna lie, the bluetooth won't sync. Also, the app freezes every few minutes. Please fix this.",5.5.0,2026-04-12
AR-004481,android,2,"Since yesterday, the interface became painfully slow... Expected better from Lumen.",5.3.2,2025-03-05
AR-004482,ios,2,"Honestly, the app stutters constatly. Support, can you help?",5.4.2,2025-10-01
AR-004483,android,2,"Three weeks in, the design case scratches easily.",5.3.2,2025-02-16
AR-004484,android,3,"Quick update, the sync won't sync. Expected better from Lumen.",5.5.0,2026-04-24
AR-004485,android,2,"Three weeks in, the firmware feels premiumm. Would not recommend right now.",5.4.2,2026-01-05
AR-004486,android,3,"Quick update, the charge barely lasts 4 hours. Would not recommend right now.",5.5.0,2026-02-06
AR-004487,android,4,"Three weeks in, the screen fit is uncomfortable. Would not recommend right now.",5.4.2,2025-12-23
AR-004488,ios,3,"I love how this made my routine easier, but the sync won't sync. Also, the battery drains while idle. Would not recommend right now.",5.4.0,2025-09-13
AR-004489,ios,1,"After the latest update, the app became painfully slow.",5.5.0,2026-03-10
AR-004490,ios,1,"After the latest update, the app keeps crashing. This is getting old.",5.4.0,2025-08-30
AR-004491,android,2,Love paying premium prices so the battery dies before lunch.,5.4.0,2025-08-09
AR-004492,android,1,"Not gonna lie, the volume audiio cuts out. Also, the login instructions are confusing.",5.5.0,2026-03-20
AR-004493,android,2,"I love how this works exactly as promised, but the firmware keeps crashing.",5.3.2,2025-01-05
AR-004494,android,1,"I love how this works exactly as promised, but the connection disconnects at random. Also, the onboarding instructions are confusing.",5.5.0,2026-06-28
AR-004495,ios,1,"After the latest update, the battery life dies before lunch.",5.3.2,2025-02-25
AR-004496,android,3,"For the price, the charge won't hold a charge. Also, the audio volume is too low.",5.3.2,2025-03-24
AR-004497,android,1,Love paying premium prices so the charge won't hold a charge. Hope the next patch sorts it out.,5.4.2,2026-01-30
AR-004498,android,4,"Quick update, the login setup loops forever. This is getting old.",5.3.2,2025-04-04
AR-004499,android,2,"After the latest update, the charge drains while idle... Also, the pairing forgets my device. Expected better from Lumen.",5.3.2,2025-04-04
AR-004500,android,4,"Quick update, the power drain barely lasts 5 hours... Expected better from Lumen.",5.3.2,2025-03-14
AR-004501,android,3,"After the latest update, the audio volume is too low.",5.3.2,2025-02-03
AR-004502,android,1,"After the latest update, the noise cancellation sound crrackles. Hope the next patch sorts it out.",5.3.2,2025-03-09
AR-004503,ios,2,"Honestly, the fit fit is uncomfortable. Also, the power drain won't hold a charge. Please fix this.",5.5.0,2026-03-21
AR-004504,ios,5,"After the latest update, the charging looks fantastic!! Support, can you help?",5.5.0,2026-06-30
AR-004505,android,2,"Sadly, the wifi refuses to pair. Also, the onboarding setup loops forever. Also, the firmware keeps crashing. Expected better from Lumen.",5.5.0,2026-06-10
AR-004506,ios,1,"Three weeks in, the login instructions are confusing.",5.4.2,2025-12-27
AR-004507,android,2,"Love paying premium prices so the sync won't sync. Also, the charging barely lasts 6 hours. Support, can you help?",5.4.2,2025-12-11
AR-004508,android,2,"I love how this made my routine easier, but the power drain dies before lunch. Support, can you help?",5.5.0,2026-06-04
AR-004509,android,3,"Sady, the audio volume is too low. Would not recommend right now.",5.3.2,2025-06-07
AR-004510,ios,1,"For the price, the performance lags after every tap. Also, the charge dies before lunch. Hope the next patch sorts it out.",5.4.0,2025-09-17
AR-004511,ios,5,"Honestly, the fit was easy to set up. Expected better from Lumen.",5.5.0,2026-04-09
AR-004512,ios,3,"Sadly, the wifi drops the coonnection. Expected better from Lumen.",5.4.2,2026-01-23
AR-004513,android,2,"Since yesterday, the interface keeps crashing. Expected better from Lumen.",5.5.0,2026-04-13
AR-004514,android,2,"Three weeks in, the wifi refuses to pair. Would not recommend right now.",5.3.2,2025-01-31
AR-004515,android,1,"Not gonna lie, the onboarding account linking fails. This is getting old.",5.5.0,2026-03-11
AR-004516,android,4,"For the price, the onboarding has excellent sound. Please fix this.",5.4.0,2025-08-15
AR-004517,ios,3,"Not gonna lie, the power drain drains while idle. #notimpressed",5.3.2,2025-02-24
AR-004518,android,1,"Since yesterday, the pairing disconnects at random.",5.5.0,2026-05-17
AR-004519,android,1,"Since yesterday, the volume microphone sounds muffled. Please fix this. #notimpressed",5.5.0,2026-06-11
AR-004520,ios,2,"Three weeks in, the battery life barely lasts 3 hours. Please fix this.",5.4.2,2025-10-28
AR-004521,android,3,"Not gonna lie, the sound sound crackles. Would not recommend right now.",5.4.2,2025-10-05
AR-004522,ios,4,"Sadly, the bluetooth drops the connection.",5.3.2,2025-01-26
AR-004523,ios,2,"After the latest update, the battery won't hold a charge.",5.4.2,2025-10-31
AR-004524,android,3,"After the latest update, the performance keeps crashing. Hope the next patch sorts it out.",5.5.0,2026-05-29
AR-004525,android,1,"Sadly, the bluetooth refuses to pair. Also, the microphone volume is too low. Also, the battery barely lasts 4 hours.",5.3.2,2025-03-29
AR-004526,android,4,"I love how this works exactly as promised, but the power drain dies before lunch.",5.4.2,2025-10-17
AR-004527,ios,2,"Not gonna lie, the interface keeps crashing!! Please fix this.",5.4.2,2025-12-01
AR-004528,ios,4,"After the latest update, the app feels premium. Expected better from Lumen.",5.4.2,2025-10-08
AR-004529,android,2,"Three weeks in, the installation account linking fails... Also, the battery drains while idle. Please fix this.",5.4.2,2025-12-11
AR-004530,ios,3,"Not gonna lie, the battery life drains while idle. This is getting old.",5.3.2,2025-02-28
AR-004531,ios,4,"Sadly, the charge fits perfectly.",5.4.0,2025-08-12
AR-004532,android,2,"Three weeks in, the innterface stutters constantly. Hope the next patch sorts it out.",5.4.0,2025-07-08
AR-004533,ios,3,"Quick update, the pairing refuses to pair... Expected better from Lumen.",5.5.0,2026-03-09
AR-004534,android,1,"Three weeks in, the screen freezes every few minutes. This is getting old.",5.4.2,2025-12-02
AR-004535,ios,1,"Quick update, the account onboarding is broken. Support, can you help?",5.5.0,2026-02-04
AR-004536,android,2,"I love how this was easy to set up, but the screen lags after every tap. Also, the installation account linking fails.",5.4.2,2026-01-14
AR-004537,android,4,"Three weeks in, the onboarding was easy to set up. Would not recommend right now.",5.4.2,2025-11-27
AR-004538,android,4,"Since yesterday, the performance looks fantastic. Expected better from Lumen.",5.4.2,2025-12-29
AR-004539,ios,2,"Three weeks in, the installation onboarding is broken. Please fix this.",5.5.0,2026-03-22
AR-004540,ios,3,"Not gonna lie, the screen screen is hard to read!! Please fix this.",5.4.2,2025-10-17
AR-004541,android,2,"After the latest update, the sound audio cuts out. Expected better from Lumen.",5.5.0,2026-06-27
AR-004542,android,2,"Three weeks in, the screen keeps crashing. This is getting old.",5.4.2,2025-10-10
AR-004543,ios,5,"Three weeks in, the sound works exactly as promised. Expected better from Lumen.",5.5.0,2026-04-30
AR-004544,ios,3,Five stars for making sure the performance stutters constantly. Just kidding.,5.5.0,2026-06-26
AR-004545,android,5,"Not gonna lie, the setup fits perfectly.",5.4.2,2026-01-12
AR-004546,android,3,"Quick update, the charging needs charging twice a day. Also, the installation onboarding is broken. Hope the next patch sorts it out.",5.4.2,2025-10-01
AR-004547,ios,4,"Honestly, the bluetooth forgets my device.",5.4.2,2025-10-01
AR-004548,ios,4,"For the price, the case is surprisingly responsive. Would not recommend right now.",5.3.2,2025-02-01
AR-004549,ios,4,"Honestly, the power drain needs charging twice a day. Would not recommend right now.",5.4.0,2025-09-25
AR-004550,ios,2,"After the latest update, the power drain dies before lunch. Also, the firmware stutters constantly. Would not recommend right now.",5.4.0,2025-06-19
AR-004551,ios,2,"Since yesterday, the box package was already open.",5.3.2,2025-02-01
AR-004552,android,1,"After the latest update, the battery life won't hold a charge. Also, the installation account linking fails. This is getting old.",5.5.0,2026-06-10
AR-004553,ios,1,"Sinnce yesterday, the wifi disconnects at random.",5.3.2,2025-03-28
AR-004554,android,3,"Sadly, the replacement wrong item was shipped. This is getting old.",5.5.0,2026-06-15
AR-004555,ios,1,"Three weeks in, the accout setup loops forever... Please fix this.",5.4.2,2026-01-16
AR-004556,android,2,"Quick update, the screen keeps crashing. Expected better from Lumen.",5.5.0,2026-05-19
AR-004557,android,2,"Honestly, the screen lags after every tap. This is getting old.",5.4.0,2025-07-15
AR-004558,android,1,"Honestly, the screen screen is hard to read. Also, the sound audio cuts out. Also, the power drain dies before lunch. Would not recommend right now.",5.3.2,2025-05-22
AR-004559,android,1,"Honestly, the account setup loops forever. Also, the volume noise cancellation got worse. Expected better from Lumen.",5.4.2,2025-12-19
AR-004560,android,3,"Since yesterday, the charging needs charging twice a day. Also, the replacement package was already open. Expected better from Lumen.",5.4.2,2025-12-24
AR-004561,android,4,"Quick update, the buttons was easy to set up... Hope the next patch sorts it out.",5.4.2,2025-12-03
AR-004562,android,4,"Since yesterday, the volume was easy to set up.",5.3.2,2025-04-07
AR-004563,android,2,"I love how this feels premium, but the charging barely lasts 3 hours. Would not recommend right now.",5.4.0,2025-07-19
AR-004564,android,3,"Sadly, the screen keeps crashing. Would not recommend right now.",5.3.2,2025-04-18
AR-004565,android,2,"I love how this has excellent sound, but the noise cancellation volume is too low. Please fix this.",5.5.0,2026-05-16
AR-004566,ios,2,Love paying premium prices so the screen became painfully slow. Expected better from Lumen.,5.4.0,2025-06-29
AR-004567,android,5,"Sadly, the case loooks fantastic...",5.3.2,2025-04-08
AR-004568,ios,5,"Three weeks in, the screen made my routine easier.",5.4.0,2025-08-17
AR-004569,android,5,"Honestly, the pairng looks fantastic. Expected better from Lumen.",5.3.2,2025-01-02
AR-004570,android,3,"Not gonna lie, the sync refuses to pair. This is getting old.",5.3.2,2025-02-24
AR-004571,android,2,"Not gonna lie, the battery life won't hold a charge.",5.4.0,2025-08-06
AR-004572,android,1,"Three weeks in, the wifi drops the connection. Also, the firmware keeps crashing. Also, the setup login never completes. #notimpressed",5.4.2,2026-01-19
AR-004573,android,4,"Since yesterday, the wifi disconnects at random. Support, can you help?",5.3.2,2025-02-16
AR-004574,ios,1,"For the price, the setup setup loops forever. Hope the next patch sorts it out.",5.4.2,2025-10-07
AR-004575,android,2,"For the price, the battery needs charging twice a day. Expected better from Lumen.",5.4.2,2025-10-16
AR-004576,ios,2,"For the price, the noise cancellation sound crackles. Would not recommend right now.",5.5.0,2026-06-11
AR-004577,android,3,"Since yesterday, the fit buttons feel cheap.",5.3.2,2025-03-08
AR-004578,android,5,"For the pric, the wifi feels premium. Support, can you help?",5.5.0,2026-04-09
AR-004579,ios,3,"After the latest update, the charge needs charging twice a day. This is getting old.",5.5.0,2026-05-21
AR-004580,android,1,Five stars for making sure the volume sound crackles. Just kidding. Hope the next patch sorts it out.,5.4.0,2025-06-19
AR-004581,ios,5,"Honestly, the screen made my routine easier. Hope the next patch sorts it out.",5.4.2,2025-10-19
AR-004582,android,4,"Since yesterday, the firmware fits perfectly.",5.5.0,2026-03-27
AR-004583,android,1,"For the price, the audio volume is too low. Also, the case fit is uncomfortable.",5.3.2,2025-02-08
AR-004584,ios,2,"Since yesterday, the onboarding setup loops forever. Would not recommend right now.",5.5.0,2026-05-25
AR-004585,android,2,"Honestly, the package arrived late. This is getting old.",5.5.0,2026-05-03
AR-004586,android,5,"Honestly, the sync looks fantastic. Would not recommend right now. #notimpressed",5.3.2,2025-06-06
AR-004587,android,1,"Since yesterday, the account instructios are confusing. This is getting old.",5.5.0,2026-05-15
AR-004588,android,3,"Honestly, the interface lags after every tap.",5.4.2,2025-12-14
AR-004589,ios,3,"Not gonna lie, the app works exactly as promised.",5.3.2,2025-04-17
AR-004590,android,4,"After the latest update, the charging fits perfectly. Expected better from Lumen.",5.3.2,2025-04-21
AR-004591,android,1,"After the latest update, the installation onboarding is broken.",5.5.0,2026-04-26
AR-004592,android,5,"For the price, the noise cancellation feels premium. :/",5.5.0,2026-05-12
AR-004593,android,1,"After the latest update, the sync refuses to pair.",5.5.0,2026-06-16
AR-004594,android,1,"Since yesterday, the onboarding onboarding is broken. Also, the power drain dies before lunch.",5.5.0,2026-04-24
AR-004595,android,3,"Amazing job, Lumen—now my screen hurts after an hour. Also, the battery life drains while idle.",5.3.2,2025-04-02
AR-004596,android,4,"Since yesterday, the power drain has excellent sound. Would not recommend right now.",5.5.0,2026-02-11
AR-004597,ios,2,"I love how this made my routine easier, but the performance became painfully slow. Also, the noise cancellation microphone sounds muffled.",5.3.2,2025-05-29
AR-004598,ios,3,"Not gonna lie, the wifi refuses to pair. Also, the account onboarding is broken.",5.5.0,2026-05-07
AR-004599,android,2,"Three weeks in, the login login never completes. Also, the volume sound crackles. Also, the charging dies before lunch. Please fix this.",5.3.2,2025-03-14
AR-004600,android,3,"Honestly, the charge feels premium. Support, can you help?",5.3.2,2025-02-14
AR-004601,android,3,"Since yesterday, the firmware keeps crashing. Also, the charging needs charging twice a day. Also, the installation instructions are confusing. Hope the next patch sorts it out.",5.5.0,2026-05-07
AR-004602,android,2,"After the latest update, the sync drops the connection!!",5.3.2,2025-01-22
AR-004603,android,1,"Quick update, the buttons case scratches easily. Hope the next patch sorts it out.",5.3.2,2025-01-10
AR-004604,ios,1,"Since yesterday, the bluetooth refuses to pair. Please fix this.",5.5.0,2026-04-19
AR-004605,android,2,"After the latest updte, the setup setup loops forever.",5.4.0,2025-09-14
AR-004606,android,5,"For the price, the firmware fits perfectly. Hope the next patch sorts it out.",5.5.0,2026-05-24
AR-004607,android,2,"Sadly, the buttons hurts after an hour.",5.5.0,2026-03-03
AR-004608,android,1,"Honestly, the design hurts after an hour. Expected better from Lumen.",5.5.0,2026-05-22
AR-004609,android,1,"After the latest update, the wifi won't sync. Also, the account setup loops forever. Also, the fit hurts after an hour.",5.3.2,2025-01-09
AR-004610,android,4,"I love how this looks fantastic, but the audio sound crackles!! Please fix this.",5.5.0,2026-02-08
AR-004611,android,4,"For the price, the app is surprisingly responsive. Support, can you help?",5.4.2,2026-01-04
AR-004612,android,1,"Not gonna lie, the pairing refuses to pair. Also, the onboarding account linking fails.",5.5.0,2026-02-13
AR-004613,android,1,"Since yesterday, the performance lags after every tap. Expected better from Lumen.",5.4.0,2025-09-26
AR-004614,ios,1,"For the price, the account onboarding is broken. Also, the sync refuses to pair. Also, the sound sound crackles. Expected better from Lumen. smh",5.3.2,2025-05-19
AR-004615,ios,1,"Not gonna lie, the power drain barely lasts 4 hours. Also, the sync drops the connection. Support, can you help?",5.4.2,2026-01-29
AR-004616,android,5,"After the latest update, the screen was easy to set up. ???",5.4.0,2025-08-28
AR-004617,ios,2,"I love how this was easy to set up, but the design screen is hard to read. This is getting old. :/",5.4.0,2025-07-04
AR-004618,android,1,"I love how this looks fantastic, but the charge won't hold a charge. Also, the audio audio cuts out. Please fix this.",5.3.2,2025-03-01
AR-004619,android,2,"I love how this fits perfectly, but the fit buttons feel cheap. Please fix this.",5.5.0,2026-02-09
AR-004620,ios,4,"I love how this made my routine easier, but the installation onboarding is broken. Expected better from Lumen.",5.3.2,2025-04-28
AR-004621,android,2,"I love how this has excellent sound, but the screen fit is uncomfortable. Please fix this.",5.4.2,2025-10-15
AR-004622,android,5,"Honestly, the battery life was easy to set up.",5.4.0,2025-06-26
AR-004623,android,3,"I love how this has excellent sound, but the setup setup loops forever. Also, the screen fit is uncomfortable. Also, the battery won't hold a charge. Support, can you help?",5.4.2,2025-10-08
AR-004624,ios,4,"Not gonna lie, the buttons case scratches easily.",5.3.2,2025-05-26
AR-004625,ios,3,"I love how this is surprisingly responsive, but the setup setup loos forever. Also, the firmware keeps crashing.",5.3.2,2025-02-12
AR-004626,android,5,"Quick update, the firmware was easy to set up. Hope the next patch sorts it out.",5.4.0,2025-07-03
AR-004627,ios,4,"Three weeks in, the account has excellent sound. Hope the next patch sorts it out.",5.4.2,2025-12-25
AR-004628,ios,3,"Honestly, the app became painfully slow.",5.5.0,2026-04-23
AR-004629,android,2,"Not gonna lie, the battery drains while idle. Please fix this.",5.4.2,2026-01-07
AR-004630,android,2,"Quick update, the connection refuses to pair. This is getting old.",5.3.2,2025-05-01
AR-004631,ios,2,"Honestly, the interface keeps crashing. Also, the power drain dies before lunch. Also, the installation instructions are confusing. Please fix this.",5.4.0,2025-09-24
AR-004632,android,1,"After the latest update, the case buttons feel cheap!! Also, the noise cancellation noise cancellation got worse. Would not recommend right now.",5.5.0,2026-04-10
AR-004633,android,2,"Three weeks in, the charging barely lasts 3 hours. Also, the onboarding account linking fails.",5.4.0,2025-09-20
AR-004634,android,3,"Sadly, the account setup loops forever. Please fix this.",5.5.0,2026-02-27
AR-004635,ios,3,"I love how this is surprisingly responsive, but the power drain dies before lunch. Would not recommend right now.",5.3.2,2025-03-09
AR-004636,android,3,"Not gonna lie, the power drain dies before lunch. Please fix this.",5.4.0,2025-07-04
AR-004637,android,5,"Three weeks in, the battery life feels premium. This is getting old.",5.4.2,2025-10-25
AR-004638,ios,5,"For the price, the setup feels premium. Please fix this.",5.5.0,2026-06-08
AR-004639,android,1,"Sadly, the connection forgets my device. Expected better from Lumen.",5.5.0,2026-06-07
AR-004640,ios,1,"Sadly, the wifi disconnects at random. Please fix this.",5.4.0,2025-08-11
AR-004641,android,3,"Sadly, the battery barely lasts 4 hours. Expected better from Lumen.",5.4.2,2025-11-09
AR-004642,ios,3,"I love how this was easy to set up, but the bluetooth forgets my device. Also, the noise cancellation audio cuts out. Hope the next patch sorts it out.",5.3.2,2025-05-10
AR-004643,ios,2,"Since yesterday, the account works exactly as promisedd. This is getting old.",5.5.0,2026-05-17
AR-004644,ios,2,"After the latest update, the account login never completes. Also, the performance stutters constantly. Also, the pairing drops the connection.",5.4.0,2025-08-27
AR-004645,android,1,Love paying premium prices so the performance became painfully slow. Would not recommend right now. ???,5.5.0,2026-05-16
AR-004646,android,3,"I love how this fits perfectly, but the charge dies before lunch. Please fix this.",5.5.0,2026-06-14
AR-004647,android,2,"After the latest update, the onboarding onboarding is broken. Support, can you help?",5.4.2,2025-12-19
AR-004648,android,2,"Honestly, the setup account linking fails. Please fix this. smh",5.3.2,2025-03-10
AR-004649,android,3,"Not gonna lie, the pairing won't sync!! Support, can you help?",5.4.2,2026-01-07
AR-004650,ios,4,"I love how this has excellent sound, but the firmware keeps crashing.",5.4.0,2025-07-15
AR-004651,android,5,"Since yesterday, the installation onboarding is broken.",5.5.0,2026-03-22
AR-004652,android,1,"Not gonna lie, the battery won't hold a charge.",5.4.0,2025-07-23
AR-004653,android,1,"For the price, the bluetooth refuses to pair. Support, can you help?",5.3.2,2025-04-14
AR-004654,ios,1,"Sadly, the account onboarding is broken. Please fix this.",5.3.2,2025-04-25
AR-004655,ios,2,"Sadly, the sound volume is too low.",5.3.2,2025-03-21
AR-004656,ios,2,"I love how this fits perfectly, but the wifi won't sync. Also, the installation instructions are confusing.",5.5.0,2026-03-20
AR-004657,android,2,"I love how this has excellent sound, but the screeen case scratches easily. Please fix this.",5.4.0,2025-08-27
AR-004658,ios,1,"Not gonna lie, the account onboarding is broken. Support, can you help?",5.4.2,2025-10-25
AR-004659,android,4,"Sadly, the wifi looks fantastic. Support, can you help?",5.3.2,2025-03-19
AR-004660,ios,1,"Sadly, the firmware lags after every tap. Also, the volume sound crackles.",5.4.2,2025-12-18
AR-004661,ios,4,"Quick update, the battery life dies before lunch.",5.5.0,2026-05-18
AR-004662,ios,2,"Not gonna lie, the screen screen is hard to read. Also, the volume volume is too low.",5.3.2,2025-03-03
AR-004663,android,1,"Sadly, the battery dies before lunch!! Also, the bluetooth drops the connection. #notimpressed",5.3.2,2025-04-19
AR-004664,android,2,"Sadly, the charging dies before lunch. Also, the audio volume is too low. Support, can you help? smh",5.4.2,2025-10-27
AR-004665,android,1,"After the latest update, the design buttons feel cheap.",5.5.0,2026-04-07
AR-004666,ios,1,"For the price, the battery barely lasts 5 hours. Also, the login account linking fails. Also, the bluetooth forgets my device. Please fix this.",5.4.2,2025-10-18
AR-004667,android,3,Exactly what I wanted: a device that sound crackles. Would not recommend right now.,5.4.0,2025-07-28
AR-004668,android,2,"I love how this was easy to set up, but the pairing forgets my devicee. Please fix this.",5.4.2,2025-10-19
AR-004669,android,2,"Not gonna lie, the battery barely lasts 4 hours... Support, can you help?",5.3.2,2025-06-14
AR-004670,ios,4,"Since yesterday, the audio feels premium.",5.4.2,2025-11-11
AR-004671,android,3,"For the price, the volume volume is too low. Also, the buttons case scratches easily. This is getting old.",5.3.2,2025-01-31
AR-004672,android,2,"Sadly, the battery life dies before lunch. Please fix this.",5.4.2,2025-10-07
AR-004673,android,2,"Honestly, the bluetooth drops the connection. Please fix this.",5.3.2,2025-01-03
AR-004674,ios,2,"I love how this was easy to set up, but the case buttons feel cheap. Please fix this.",5.3.2,2025-02-08
AR-004675,android,5,"Since yesterday, the installation made my routine easier. This is getting old.",5.5.0,2026-05-23
AR-004676,ios,3,"Sadly, the wifi disconnects at random!! Would not recommend right now.",5.4.0,2025-09-02
AR-004677,ios,4,"For the price, the sync is surprisingly responsive. Expected better from Lumen.",5.3.2,2025-05-19
AR-004678,android,2,"Not gonna lie, the microphone volume is too low.",5.3.2,2025-04-06
AR-004679,ios,3,"Love paying premium prices so the installation setup loops forever. Also, the battery won't hold a charge. Also, the app freezes every few minutes. Support, can you help?",5.4.0,2025-08-15
AR-004680,ios,4,"Since yesterday, the bluetooth refuses to pair. Pllease fix this.",5.4.2,2025-10-25
AR-004681,ios,2,Five stars for making sure the fit fit is uncomfortable. Just kidding.,5.5.0,2026-02-28
AR-004682,android,3,"Not gonna lie, the bluetooth disconnects at random. ugh",5.5.0,2026-04-18
AR-004683,android,1,"Amazing job, Lumen—now my microphone sound crackles. Please fix this.",5.3.2,2025-05-29
AR-004684,android,2,"Sadly, the login onboarding is broken. Wuld not recommend right now.",5.4.0,2025-07-08
AR-004685,ios,2,"Three weeks in, the design hurts after an hour. Also, the bluetooth won't sync. Please fix this.",5.3.2,2025-05-16
AR-004686,android,2,"Not gonna lie, the interface stutters constantly. Expected better from Lumen.",5.3.2,2025-03-10
AR-004687,ios,2,"I love how this was easy to set up, but the design fit is uncomfortable. Would not recommend right now.",5.5.0,2026-03-06
AR-004688,android,2,"After the latest update, the login account linking fails. Expected better from Lumen.",5.5.0,2026-06-04
AR-004689,android,3,Five stars for making sure the sync disconnects at random. Just kidding. Would not recommend right now.,5.3.2,2025-03-11
AR-004690,android,3,"Three weeks in, the design made my routine easier. Hope the next patch sorts it out.",5.5.0,2026-05-08
AR-004691,ios,4,"Since yesterday, the battery life made my routine easier.",5.5.0,2026-05-09
AR-004692,ios,2,"Three weeks in, the case fit is uncomfortable. Also, the account onboarding is broken.",5.3.2,2025-03-09
AR-004693,ios,5,"Sadly, the performance has excellent sound... Expected better from Lumen.",5.4.2,2025-10-18
AR-004694,ios,4,"Not gonna lie, the charging drains while idle. Would not recommend right now.",5.5.0,2026-05-20
AR-004695,ios,1,"Not gonna lie, the sound noise cancellation got worse. Also, the charge nees charging twice a day. Expected better from Lumen.",5.4.2,2025-12-15
AR-004696,android,2,"Quick update, the screen buttons feel cheap.",5.3.2,2025-03-09
AR-004697,android,1,"Quick update, the battery dies before lunch. Please fix this.",5.4.0,2025-08-15
AR-004698,ios,4,"Quick update, the screen is surprisingly responsive. Support, can you help?",5.3.2,2025-04-14
AR-004699,android,3,"Quick update, the battery life works exactly as promised. Please fix this.",5.3.2,2025-05-04
AR-004700,ios,5,"Not gonna lie, the performance looks fantastic. This is getting old.",5.5.0,2026-03-14
AR-004701,ios,1,"Since yesterday, the login login never completes.",5.4.2,2025-12-03
AR-004702,android,1,"Since yesterday, the charging drains while idle. Please fix this.",5.4.0,2025-09-30
AR-004703,android,4,"Since yesterday, the setup account linking fails. Expected better from Lumen.",5.5.0,2026-05-17
AR-004704,ios,3,"Five stars for making sure the login instructions are confusing. Just kidding. Also, the power drain drains while idle. Also, the screen lags after every tap. Expected better from Lumen.",5.4.2,2026-01-23
AR-004705,ios,2,"Not gonna lie, the sync disconnects at random. Also, the charge won't hold a charge.",5.3.2,2025-01-14
AR-004706,ios,4,"For the price, the power drain was easy to set up. Hope the next patch sorts it out.",5.4.0,2025-09-03
AR-004707,ios,2,"Five stars for making sure the battery won't hold a charge. Just kidding. Also, the setup onboarding is broken.",5.4.2,2025-11-03
AR-004708,android,4,"Not gonna lie, the interface made my routine easier. Hope the next patch sors it out. :/",5.5.0,2026-04-13
AR-004709,ios,3,"For the price, the noise cancellation volume is too low. Hope the next patch sorts it out.",5.4.2,2025-12-21
AR-004710,android,3,"Not gonna lie, the box arrived late!!",5.5.0,2026-02-07
AR-004711,android,4,"Honestly, the firmware has excellent sound. This is getting old.",5.4.0,2025-09-11
AR-004712,ios,4,"After the latest update, the app stutters constantly. This is getting old.",5.3.2,2025-06-06
AR-004713,ios,4,"Not gonna lie, the performace lags after every tap.",5.4.0,2025-09-13
AR-004714,ios,4,"Sadly, the volume was easy to set up.",5.3.2,2025-05-04
AR-004715,ios,4,"Not gonna lie, the login onboarding is broken. This is getting old.",5.3.2,2025-02-14
AR-004716,ios,3,"Not gonna lie, the screen lags after every tap.",5.5.0,2026-06-28
AR-004717,ios,3,"I love how this was easy to set up, but the account account linking fails. Please fix this.",5.3.2,2025-01-04
AR-004718,ios,5,"Quick update, the login was easy to set up. Support, can you help?",5.3.2,2025-03-09
AR-004719,android,2,"Honestl, the bluetooth drops the connection.",5.4.0,2025-09-01
AR-004720,ios,2,"Since yesterday, the battery life drains while idle. Support, can you help?",5.4.0,2025-08-11
AR-004721,ios,2,"Three weeks in, the power drain drains while idle. Also, the design screen is hard to read. Expected better from Lumen.",5.3.2,2025-04-02
AR-004722,ios,2,"Honestly, the buttons buttons feel cheap. Also, the performance stutters constantly. Also, the battery life needs charging twice a day. Please fix this.",5.4.0,2025-07-10
