record_id,source,date,product_sku,star_rating,text,clean_text,vader_base_compound,vader_compound,vader_sentiment,topic,month,severity,period,analysis_sentiment,simulated_post_fix_sentiment
ST-015735,support_tickets,2025-11-21,UNSPECIFIED,,"I love how this works exactly as promised, but the charging dies before lunch. This is getting old.",i love works exactly as promised charging dies before lunch getting old,0.5187,0.17870000000000003,positive,Battery & charging,2025-11-01,0.0,before,0.17870000000000003,
ST-015761,support_tickets,2025-12-16,UNSPECIFIED,,"Not gonna lie, the screen lags after every tap. Also, the charging needs charging twice a day.",not gonna_NEG lie_NEG screen lags tap also charging needs charging twice day,-0.3612,-0.7012,negative,Battery & charging,2025-12-01,0.7012,before,-0.7012,
ST-015764,support_tickets,2025-11-16,UNSPECIFIED,,"Sadly, the battery life dies before lunch. Hope the next patch sorts it out.",sadly battery life dies before lunch hope next patch sorts out,0.0258,-0.31420000000000003,negative,Battery & charging,2025-11-01,0.31420000000000003,before,-0.31420000000000003,
ST-015774,support_tickets,2025-12-22,UNSPECIFIED,,"Since yesterday, the charging drains while idle. Hope the next patch sorts it out.",since yesterday charging drains while idle hope next patch sorts out,0.4404,0.10039999999999999,positive,Battery & charging,2025-12-01,0.0,before,0.10039999999999999,
ST-015785,support_tickets,2025-11-09,UNSPECIFIED,,"Honestly, the power drain won't hold a charge. Expected better from Lumen.",honestly power drain will not hold_NEG charge_NEG expected better from lumen,0.7096,0.3696,positive,Battery & charging,2025-11-01,0.0,before,0.3696,
ST-015803,support_tickets,2026-01-19,UNSPECIFIED,,"I love how this fits perfectly, but the onboarding account linking fails. Also, the battery dies before lunch. This is getting old.",i love fits perfectly onboarding account linking fails also battery dies before lunch getting old,0.128,-0.552,negative,Battery & charging,2026-01-01,0.552,before,-0.552,
ST-015804,support_tickets,2025-12-07,UNSPECIFIED,,"Three weeks in, the connection won't sync. Also, the battery life needs charging twice a day.",three weeks connection will not sync_NEG also battery life needs charging twice day,0.0,-0.34,negative,Battery & charging,2025-12-01,0.34,before,-0.34,
ST-015809,support_tickets,2025-12-08,UNSPECIFIED,,"After the latest update, the battery barely lasts 2 hours. Also, the installation account linking fails. This is getting old.",latest update battery barely lasts hours also installation account linking fails getting old,-0.4215,-1.0,negative,Battery & charging,2025-12-01,1.0,before,-1.0,
ST-015824,support_tickets,2025-12-21,UNSPECIFIED,,"Sincce yesterday, the power drain won't hold a charge. Support, can you help?",sincce yesterday power drain will not hold_NEG charge_NEG support can you help,0.6597,0.31969999999999993,positive,Battery & charging,2025-12-01,0.0,before,0.31969999999999993,
ST-015832,support_tickets,2026-01-21,UNSPECIFIED,,"Three weeks in, the charging drains while idle. Also, the login account linking fails. Support, can you help?",three weeks charging drains while idle also login account linking fails support can you help,0.3818,-0.2982000000000001,negative,Battery & charging,2026-01-01,0.2982000000000001,before,-0.2982000000000001,
ST-015882,support_tickets,2026-01-19,UNSPECIFIED,,"Since yesterday, the battery barely lasts 4 hours. Also, the firmware became painfully slow. Also, the package package was already open. This is getting old.",since yesterday battery barely lasts hours also firmware became painfully slow also package package already open getting old,-0.5267,-1.0,negative,Battery & charging,2026-01-01,1.0,before,-1.0,
ST-015974,support_tickets,2025-11-08,UNSPECIFIED,,"After the latest update, the battery dies before lunch.",latest update battery dies before lunch,0.0,-0.68,negative,Battery & charging,2025-11-01,0.68,before,-0.68,
ST-015976,support_tickets,2026-01-15,UNSPECIFIED,,"I love how this feels premium, but the battery needs charging twice a day... Hope the next patch sorts it out.",i love feels premium battery needs charging twice day hope next patch sorts out,0.7543,0.7543,positive,Battery & charging,2026-01-01,0.0,before,0.7543,
ST-016066,support_tickets,2025-11-06,UNSPECIFIED,,"Not gonna lie, the charging needs charging twice a day. Support, can you help?",not gonna_NEG lie_NEG charging needs charging twice day support can you help,0.6597,0.6597,positive,Battery & charging,2025-11-01,0.0,before,0.6597,
ST-016114,support_tickets,2025-12-11,UNSPECIFIED,,"For the price, the battery life dies before lunch. Hope the next patch sorts it out.",price battery life dies before lunch hope next patch sorts out,0.4404,0.10039999999999999,positive,Battery & charging,2025-12-01,0.0,before,0.10039999999999999,
ST-016121,support_tickets,2025-11-10,UNSPECIFIED,,"After the lattest update, the battery barely lasts 4 hours. Also, the shipping wrong item was shipped.",lattest update battery barely lasts hours also shipping wrong item shipped,-0.4767,-1.0,negative,Battery & charging,2025-11-01,1.0,before,-1.0,
ST-016131,support_tickets,2025-11-22,UNSPECIFIED,,"After the latest update, the battery life dies before lunch. Hope the next patch sorts it out. #notimpressed",latest update battery life dies before lunch hope next patch sorts out notimpressed,0.4404,-0.23960000000000004,negative,Battery & charging,2025-11-01,0.23960000000000004,before,-0.23960000000000004,
ST-016164,support_tickets,2026-01-15,UNSPECIFIED,,"I love how this has excellent sound, but the box package was already open... Also, the power drain drains while idle.",i love has excellent sound box package already open also power drain drains while idle,0.6059,-0.07410000000000005,negative,Battery & charging,2026-01-01,0.07410000000000005,before,-0.07410000000000005,
ST-016184,support_tickets,2025-11-16,UNSPECIFIED,,"I love how this was easy to set up, but the battery drains whhile idle. Expected better from Lumen.",i love easy set up battery drains whhile idle expected better from lumen,0.8126,0.47259999999999996,positive,Battery & charging,2025-11-01,0.0,before,0.47259999999999996,
ST-016193,support_tickets,2026-01-27,UNSPECIFIED,,"Honestly, the power drain dies before lunch. Also, the app freezes every few minutes.",honestly power drain dies before lunch also app freezes few minutes,0.4404,-0.23960000000000004,negative,Battery & charging,2026-01-01,0.23960000000000004,before,-0.23960000000000004,
ST-016241,support_tickets,2026-01-27,UNSPECIFIED,,"Since yesterday, the battery dies before lnch. Also, the replacement arrived late. Support, can you help?",since yesterday battery dies before lnch also replacement arrived late support can you help,0.6597,-0.020300000000000096,neutral,Battery & charging,2026-01-01,0.020300000000000096,before,-0.020300000000000096,
ST-016263,support_tickets,2025-12-16,UNSPECIFIED,,"For the price, the charge won't hold a charge. Also, the package box was damaged.",price charge will not hold_NEG charge_NEG also package box damaged,-0.4404,-1.0,negative,Battery & charging,2025-12-01,1.0,before,-1.0,
ST-016268,support_tickets,2025-11-27,UNSPECIFIED,,"Quick update, the replacement box was damaged. Also, the battery barely lasts 4 hours. Would not recommend right now.",quick update replacement box damaged also battery barely lasts hours would not recommend_NEG right_NEG now_NEG,-0.6136,-1.0,negative,Battery & charging,2025-11-01,1.0,before,-1.0,
ST-016303,support_tickets,2025-11-09,UNSPECIFIED,,"Since yesterday, the power drain dies before lunch. Support, can you help?",since yesterday power drain dies before lunch support can you help,0.6597,0.31969999999999993,positive,Battery & charging,2025-11-01,0.0,before,0.31969999999999993,
ST-016309,support_tickets,2025-12-17,UNSPECIFIED,,"I love how this made my routine easier, but the battery drains while idle. Also, the firmware lags after every tap. This is getting old.",i love made routine easier battery drains while idle also firmware lags tap getting old,0.0644,-0.6156,negative,Battery & charging,2025-12-01,0.6156,before,-0.6156,
ST-016331,support_tickets,2026-01-29,UNSPECIFIED,,"For the price, the battery life needs charging twice a day. Expected better from Lumen.",price battery life needs charging twice day expected better from lumen,0.4404,0.4404,positive,Battery & charging,2026-01-01,0.0,before,0.4404,
ST-016350,support_tickets,2026-01-22,UNSPECIFIED,,"I love how this is surprisingly responsive, but the power drain drains while idle. Would not recommend right now.",i love surprisingly responsive power drain drains while idle would not recommend_NEG right_NEG now_NEG,0.3149,-0.02510000000000001,neutral,Battery & charging,2026-01-01,0.02510000000000001,before,-0.02510000000000001,
ST-016358,support_tickets,2025-12-29,UNSPECIFIED,,"After the latest update, the charge barely lasts 6 hours.",latest update charge barely lasts hours,0.0,-0.68,negative,Battery & charging,2025-12-01,0.68,before,-0.68,
ST-016366,support_tickets,2026-01-12,UNSPECIFIED,,"For the price, the fit screen is hard to read. Also, the battery won't hold a charge. Expected betteer from Lumen.",price fit screen hard read also battery will not hold_NEG charge_NEG expected betteer from lumen,0.2732,-0.40680000000000005,negative,Battery & charging,2026-01-01,0.40680000000000005,before,-0.40680000000000005,
ST-016372,support_tickets,2026-01-06,UNSPECIFIED,,"Not gonna lie, the battery life won't hold a charge.",not gonna_NEG lie_NEG battery life will not hold_NEG charge_NEG,0.0,-0.34,negative,Battery & charging,2026-01-01,0.34,before,-0.34,
ST-016384,support_tickets,2025-12-23,UNSPECIFIED,,"Sadly, the charge drains while idle.",sadly charge drains while idle,-0.4215,-0.7615000000000001,negative,Battery & charging,2025-12-01,0.7615000000000001,before,-0.7615000000000001,
ST-016405,support_tickets,2026-01-04,UNSPECIFIED,,"I love how this was easy to set up, but the battery needs charging twice a day. Support, can you help?",i love easy set up battery needs charging twice day support can you help,0.8922,0.8922,positive,Battery & charging,2026-01-01,0.0,before,0.8922,
ST-016417,support_tickets,2026-01-22,UNSPECIFIED,,"Three weeks in, the charging needs charging twice a day. Also, the delivery replacement never came. Would not recommend right now. ugh",three weeks charging needs charging twice day also delivery replacement not came_NEG would not recommend_NEG right_NEG now_NEG ugh,-0.6007,-0.6007,negative,Battery & charging,2026-01-01,0.6007,before,-0.6007,
ST-016481,support_tickets,2025-11-04,UNSPECIFIED,,"Three weeks in, the charge won't hold a charge.",three weeks charge will not hold_NEG charge_NEG,0.0,-0.34,negative,Battery & charging,2025-11-01,0.34,before,-0.34,
ST-016500,support_tickets,2026-01-11,UNSPECIFIED,,"Not gonna lie, the power drain needs charging twice a day.",not gonna_NEG lie_NEG power drain needs charging twice day,0.0,0.0,neutral,Battery & charging,2026-01-01,-0.0,before,0.0,
ST-016519,support_tickets,2026-01-28,UNSPECIFIED,,"Sadlyy, the battery life barely lasts 4 hours.",sadlyy battery life barely lasts hours,0.0,-0.34,negative,Battery & charging,2026-01-01,0.34,before,-0.34,
ST-016529,support_tickets,2025-11-28,UNSPECIFIED,,"Three weeks in, the charging barely lasts 4 hours. Expected better from Lumen.",three weeks charging barely lasts hours expected better from lumen,0.4404,0.10039999999999999,positive,Battery & charging,2025-11-01,0.0,before,0.10039999999999999,
ST-016554,support_tickets,2025-11-21,UNSPECIFIED,,"For the price, the power drain won't hold a charge.",price power drain will not hold_NEG charge_NEG,0.0,-0.34,negative,Battery & charging,2025-11-01,0.34,before,-0.34,
ST-016569,support_tickets,2025-12-28,UNSPECIFIED,,"Sadly, the charge barely lasts 3 hours.",sadly charge barely lasts hours,-0.4215,-0.7615000000000001,negative,Battery & charging,2025-12-01,0.7615000000000001,before,-0.7615000000000001,
ST-016582,support_tickets,2025-12-29,UNSPECIFIED,,"After the latest update, the charging drains while idle. Also, the fit fit is uncomfortable. Also, the audio microphone sounds muffled.",latest update charging drains while idle also fit fit uncomfortable also audio microphone sounds muffled,0.34,-1.0,negative,Battery & charging,2025-12-01,1.0,before,-1.0,
ST-016590,support_tickets,2025-12-08,UNSPECIFIED,,"After the latest update, the charge needs charging twice a day.",latest update charge needs charging twice day,0.0,-0.34,negative,Battery & charging,2025-12-01,0.34,before,-0.34,
ST-016593,support_tickets,2026-01-16,UNSPECIFIED,,"For the price, the power drain needs charging twice a day. Also, the fit buttons feel cheap. ???",price power drain needs charging twice day also fit buttons feel cheap,0.466,0.126,positive,Battery & charging,2026-01-01,0.0,before,0.126,
ST-016615,support_tickets,2025-11-04,UNSPECIFIED,,"Not gonna lie, the interface lags after every tap... Also, the charge dies before lunch. Also, the installation instructions are confusing. Please fix this.",not gonna_NEG lie_NEG interface lags tap also charge dies before lunch also installation instructions confusing please fix,-0.2732,-1.0,negative,Battery & charging,2025-11-01,1.0,before,-1.0,
ST-016630,support_tickets,2025-11-12,UNSPECIFIED,,"I love how this was easy to set up, but the charging barely lassts 4 hours. This is getting old.",i love easy set up charging barely lassts hours getting old,0.5499,0.5499,positive,Battery & charging,2025-11-01,0.0,before,0.5499,
ST-016637,support_tickets,2026-01-15,UNSPECIFIED,,"Exactly what I wanted: a device that setup loops forever. Also, the battery life needs charging twice a day. Would not recommend right now.",exactly what i wanted device setup loops forever also battery life needs charging twice day would not recommend_NEG right_NEG now_NEG,-0.2755,-0.6155,negative,Battery & charging,2026-01-01,0.6155,before,-0.6155,
ST-016650,support_tickets,2025-12-19,UNSPECIFIED,,"I love how this fits perfectly, but the battery life barely lasts 4 hours. Would not recommend right now.",i love fits perfectly battery life barely lasts hours would not recommend_NEG right_NEG now_NEG,0.3685,0.02849999999999997,neutral,Battery & charging,2025-12-01,0.0,before,0.02849999999999997,
ST-016652,support_tickets,2025-11-27,UNSPECIFIED,,"For the price, the battery life needs charging twice a day... Please fix this.",price battery life needs charging twice day please fix,0.3182,0.3182,positive,Battery & charging,2025-11-01,0.0,before,0.3182,
ST-016660,support_tickets,2026-01-06,UNSPECIFIED,,"Quick update, the battery life baarely lasts 3 hours. Also, the onboarding account linking fails. Also, the firmware lags after every tap.",quick update battery life baarely lasts hours also onboarding account linking fails also firmware lags tap,-0.6486,-1.0,negative,Battery & charging,2026-01-01,1.0,before,-1.0,
ST-016661,support_tickets,2025-11-24,UNSPECIFIED,,"Amazing job, Lumen—now my battery dies before lunch. Support, can you help?",amazing job lumen now battery dies before lunch support can you help,0.8481,0.5081,positive,Battery & charging,2025-11-01,0.0,before,0.5081,
ST-016683,support_tickets,2025-12-19,UNSPECIFIED,,"Sadly, the battery barely lasts 6 hours. Also, the wifi disconnects at random. Also, the case fit is uncomfortable.",sadly battery barely lasts hours also wifi disconnects at random also case fit uncomfortable,-0.4404,-1.0,negative,Battery & charging,2025-12-01,1.0,before,-1.0,
ST-016685,support_tickets,2025-12-19,UNSPECIFIED,,"Three weeks in, the audio sound crackles. Also, the charge drains while idle. This is getting old. smh",three weeks audio sound crackles also charge drains while idle getting old smh,-0.3182,-0.9982,negative,Battery & charging,2025-12-01,0.9982,before,-0.9982,
ST-016698,support_tickets,2025-11-07,UNSPECIFIED,,"Three weeks in, the battery life works exactly as promised. Hope the next patch sorts it out.",three weeks battery life works exactly as promised hope next patch sorts out,0.6597,0.6597,positive,Battery & charging,2025-11-01,0.0,before,0.6597,
ST-016718,support_tickets,2025-11-13,UNSPECIFIED,,"I love how this is surprisingly responsive, but the charging barely lasts 4 hours. This is getting old.",i love surprisingly responsive charging barely lasts hours getting old,0.6059,0.26589999999999997,positive,Battery & charging,2025-11-01,0.0,before,0.26589999999999997,
ST-016734,support_tickets,2025-11-25,UNSPECIFIED,,"Quuick update, the battery needs charging twice a day. Also, the microphone audio cuts out. Also, the fit screen is hard to read. Please fix this.",quuick update battery needs charging twice day also microphone audio cuts out also fit screen hard read please fix,0.296,-0.38400000000000006,negative,Battery & charging,2025-11-01,0.38400000000000006,before,-0.38400000000000006,
ST-016739,support_tickets,2025-12-01,UNSPECIFIED,,"Not gonna lie, the charge barely lasts 4 hours. Expected better from Lumen.",not gonna_NEG lie_NEG charge barely lasts hours expected better from lumen,0.4404,0.10039999999999999,positive,Battery & charging,2025-12-01,0.0,before,0.10039999999999999,
ST-016783,support_tickets,2025-12-15,UNSPECIFIED,,"Honestly, the noise cancellation audio cuts out. Also, the charge drains while idle. Hope the next patch sorts it out.",honestly noise cancellation audio cuts out also charge drains while idle hope next patch sorts out,0.5719,-0.10810000000000008,negative,Battery & charging,2025-12-01,0.10810000000000008,before,-0.10810000000000008,
ST-016810,support_tickets,2025-12-12,UNSPECIFIED,,"Sadly, the charging needs charging twice a day. Expected better from Lumen.",sadly charging needs charging twice day expected better from lumen,0.0258,0.0258,neutral,Battery & charging,2025-12-01,0.0,before,0.0258,
ST-016832,support_tickets,2025-12-24,UNSPECIFIED,,"Honestly, the charge dies before lunch. Also, the wifi refuses to pair.",honestly charge dies before lunch also wifi refuses pair,0.4588,-0.22120000000000006,negative,Battery & charging,2025-12-01,0.22120000000000006,before,-0.22120000000000006,
ST-016847,support_tickets,2026-01-05,UNSPECIFIED,,"After the latest update, the charge barely lasts 2 hours!! Please fix this.",latest update charge barely lasts hours please fix,0.4374,-0.24260000000000004,negative,Battery & charging,2026-01-01,0.24260000000000004,before,-0.24260000000000004,
ST-016886,support_tickets,2026-01-21,UNSPECIFIED,,"I love how this made my routine easier, but the connection disconnects at random. Also, the battery life barely lasts 3 hours. Would not recommend right now.",i love made routine easier connection disconnects at random also battery life barely lasts hours would not recommend_NEG right_NEG now_NEG,0.2108,-0.46920000000000006,negative,Battery & charging,2026-01-01,0.46920000000000006,before,-0.46920000000000006,
ST-016903,support_tickets,2026-01-18,UNSPECIFIED,,"For the price, the power drain drains while idle. Also, the buttons buttons feel cheap. Support, can you help?",price power drain drains while idle also buttons buttons feel cheap support can you help,0.6597,-0.020300000000000096,neutral,Battery & charging,2026-01-01,0.020300000000000096,before,-0.020300000000000096,
ST-016915,support_tickets,2025-11-24,UNSPECIFIED,,"I love how this looks fantastic, but the battery barely lasts 5 hours!! Also, the audio volume is too low. Would not recommend right now.",i love looks fantastic battery barely lasts hours also audio volume too low would not recommend_NEG right_NEG now_NEG,-0.2498,-0.9298000000000001,negative,Battery & charging,2025-11-01,0.9298000000000001,before,-0.9298000000000001,
ST-016926,support_tickets,2025-12-13,UNSPECIFIED,,"Since yesterday, the charging won't hold a charge.",since yesterday charging will not hold_NEG charge_NEG,0.0,-0.34,negative,Battery & charging,2025-12-01,0.34,before,-0.34,
ST-016940,support_tickets,2025-11-26,UNSPECIFIED,,"Quick update, the power drain dies before lunch. Would not recommend right now.",quick update power drain dies before lunch would not recommend_NEG right_NEG now_NEG,-0.2755,-0.6155,negative,Battery & charging,2025-11-01,0.6155,before,-0.6155,
ST-016947,support_tickets,2026-01-27,UNSPECIFIED,,"After the latest update, the battery dies before lunch. Also, the bluetooth drops the connection. This is getting old.",latest update battery dies before lunch also bluetooth drops connection getting old,0.0,-1.0,negative,Battery & charging,2026-01-01,1.0,before,-1.0,
ST-016949,support_tickets,2026-01-05,UNSPECIFIED,,"Sadly, the power drain drains while idle.",sadly power drain drains while idle,-0.4215,-0.7615000000000001,negative,Battery & charging,2026-01-01,0.7615000000000001,before,-0.7615000000000001,
ST-016958,support_tickets,2026-01-14,UNSPECIFIED,,"I love how this feels premium, but the charge dies before lunch. This is getting old.",i love feels premium charge dies before lunch getting old,0.3818,0.04179999999999995,neutral,Battery & charging,2026-01-01,0.0,before,0.04179999999999995,
ST-016984,support_tickets,2026-01-06,UNSPECIFIED,,"Honestly, the power drain drains while idle. Also, the package replacement never came. Expected better from Lumen.",honestly power drain drains while idle also package replacement not came_NEG expected better from lumen,0.1516,-0.1884,negative,Battery & charging,2026-01-01,0.1884,before,-0.1884,
ST-017013,support_tickets,2026-01-30,UNSPECIFIED,,"Not gonna lie, the power drain drais while idle. Also, the microphone audio cuts out.",not gonna_NEG lie_NEG power drain drais while idle also microphone audio cuts out,-0.296,-0.636,negative,Battery & charging,2026-01-01,0.636,before,-0.636,
ST-017032,support_tickets,2025-12-25,UNSPECIFIED,,"After the latest update, the charging won't hold a charge. Please fix this.",latest update charging will not hold_NEG charge_NEG please fix,0.3182,-0.36180000000000007,negative,Battery & charging,2025-12-01,0.36180000000000007,before,-0.36180000000000007,
ST-017034,support_tickets,2025-11-25,UNSPECIFIED,,"Three weeks in, the power drain won't hold a charge. Also, the delivery arrived late. Would not recommend right now.",three weeks power drain will not hold_NEG charge_NEG also delivery arrived late would not recommend_NEG right_NEG now_NEG,-0.2755,-0.9555,negative,Battery & charging,2025-11-01,0.9555,before,-0.9555,
ST-017044,support_tickets,2025-12-24,UNSPECIFIED,,"Amazing job, Lumen—now my charging dies before lunch. Please fix this.",amazing job lumen now charging dies before lunch please fix,0.7269,0.38689999999999997,positive,Battery & charging,2025-12-01,0.0,before,0.38689999999999997,
ST-017079,support_tickets,2026-01-09,UNSPECIFIED,,"After the latest update, the battery life needs charging twice a day. Please fix this.",latest update battery life needs charging twice day please fix,0.3182,-0.02180000000000004,neutral,Battery & charging,2026-01-01,0.02180000000000004,before,-0.02180000000000004,
ST-017089,support_tickets,2026-01-19,UNSPECIFIED,,"Sadly, the charging fits perfectly.",sadly charging fits perfectly,0.34,0.34,positive,Battery & charging,2026-01-01,0.0,before,0.34,
ST-017115,support_tickets,2025-11-19,UNSPECIFIED,,"Since yesterday, the battery won't hold a charge. This is getting old.",since yesterday battery will not hold_NEG charge_NEG getting old,0.0,-0.34,negative,Battery & charging,2025-11-01,0.34,before,-0.34,
ST-017117,support_tickets,2025-12-03,UNSPECIFIED,,"Three weeks in, the battery life dies before lunch. Would not recommend right now.",three weeks battery life dies before lunch would not recommend_NEG right_NEG now_NEG,-0.2755,-0.6155,negative,Battery & charging,2025-12-01,0.6155,before,-0.6155,
ST-017131,support_tickets,2026-01-09,UNSPECIFIED,,"I love how this looks fantastic, but the battery life barely lasts 3 hours. Also, the bluetooth drops the connection. Would not recommend right now.",i love looks fantastic battery life barely lasts hours also bluetooth drops connection would not recommend_NEG right_NEG now_NEG,0.3038,-0.37620000000000003,negative,Battery & charging,2026-01-01,0.37620000000000003,before,-0.37620000000000003,
ST-017154,support_tickets,2025-12-16,UNSPECIFIED,,"I love how this feels premium, but the battery life needs charging twice a day. Hope the next patch sorts it out.",i love feels premium battery life needs charging twice day hope next patch sorts out,0.7543,0.7543,positive,Battery & charging,2025-12-01,0.0,before,0.7543,
ST-017191,support_tickets,2025-11-23,UNSPECIFIED,,"Since yesterday, the performance became painfully slow. Also, the charging barely lasts 4 hours.",since yesterday performance became painfully slow also charging barely lasts hours,-0.5267,-1.0,negative,Battery & charging,2025-11-01,1.0,before,-1.0,
ST-017204,support_tickets,2025-11-08,UNSPECIFIED,,"Since yesterday, the battery life barely lasts 2 hours. This is getting old.",since yesterday battery life barely lasts hours getting old,0.0,-0.34,negative,Battery & charging,2025-11-01,0.34,before,-0.34,
ST-017206,support_tickets,2025-12-11,UNSPECIFIED,,"Honestly, the charging won't hold a charge. Also, the connection refuses to pair.",honestly charging will not hold_NEG charge_NEG also connection refuses pair,0.4588,-0.22120000000000006,negative,Battery & charging,2025-12-01,0.22120000000000006,before,-0.22120000000000006,
ST-017212,support_tickets,2026-01-25,UNSPECIFIED,,"Not gonna lie, the battery life won't hold a charge. Also, the audio noise cancellation got worse. Also, the screen freezes every few minutes. Would not recommend right now.",not gonna_NEG lie_NEG battery life will not hold_NEG charge_NEG also audio noise cancellation got worse also screen freezes few minutes would not recommend_NEG right_NEG now_NEG,-0.6497,-1.0,negative,Battery & charging,2026-01-01,1.0,before,-1.0,
ST-017213,support_tickets,2025-11-07,UNSPECIFIED,,"Honestly, the power drain barely lasts 4 hours. This is getting old.",honestly power drain barely lasts hours getting old,0.4588,0.11879999999999996,positive,Battery & charging,2025-11-01,0.0,before,0.11879999999999996,
ST-017232,support_tickets,2025-11-15,UNSPECIFIED,,"Amazing job, Lumen—now my charge dies before lunch. Would not recommend right now.",amazing job lumen now charge dies before lunch would not recommend_NEG right_NEG now_NEG,0.3999,0.05989999999999995,positive,Battery & charging,2025-11-01,0.0,before,0.05989999999999995,
ST-017261,support_tickets,2026-01-13,UNSPECIFIED,,"Quick update, the buttons buttons feel cheap. Also, the battery life dies before lunch.",quick update buttons buttons feel cheap also battery life dies before lunch,0.0,-0.68,negative,Battery & charging,2026-01-01,0.68,before,-0.68,
ST-017283,support_tickets,2025-12-02,UNSPECIFIED,,"I love how this has excellent sound, but the charge won't hold a charge. Expected better from Lumen.",i love has excellent sound charge will not hold_NEG charge_NEG expected better from lumen,0.8316,0.4916,positive,Battery & charging,2025-12-01,0.0,before,0.4916,
ST-017291,support_tickets,2025-12-26,UNSPECIFIED,,"I love how this works exactly as promised, but the charge dies before lunch. Please fix this.",i love works exactly as promised charge dies before lunch please fix,0.743,0.40299999999999997,positive,Battery & charging,2025-12-01,0.0,before,0.40299999999999997,
ST-017324,support_tickets,2026-01-25,UNSPECIFIED,,"Three weeks in, the delivery arrived late. Also, the power drain needs charging twice a day. Support, can you help?",three weeks delivery arrived late also power drain needs charging twice day support can you help,0.6597,0.31969999999999993,positive,Battery & charging,2026-01-01,0.0,before,0.31969999999999993,
ST-017337,support_tickets,2025-11-04,UNSPECIFIED,,"Since yesterday, the charging needs charging twice a day. Also, the audio noise cancellation got worse. Please fix this.",since yesterday charging needs charging twice day also audio noise cancellation got worse please fix,-0.2023,-0.5423,negative,Battery & charging,2025-11-01,0.5423,before,-0.5423,
ST-017375,support_tickets,2026-01-29,UNSPECIFIED,,"Three weeks in, the charging dies before lunch. Hope the next patch sorts it out.",three weeks charging dies before lunch hope next patch sorts out,0.4404,0.10039999999999999,positive,Battery & charging,2026-01-01,0.0,before,0.10039999999999999,
ST-017382,support_tickets,2026-01-12,UNSPECIFIED,,"After the latest update, the battery life barely lasts 2 hours. Also, the volume noise cancellation got worse.",latest update battery life barely lasts hours also volume noise cancellation got worse,-0.4767,-1.0,negative,Battery & charging,2026-01-01,1.0,before,-1.0,
ST-017420,support_tickets,2026-01-14,UNSPECIFIED,,"For the price, the power drain barely lasts 4 hours. Expected better from Lumen.",price power drain barely lasts hours expected better from lumen,0.4404,0.10039999999999999,positive,Battery & charging,2026-01-01,0.0,before,0.10039999999999999,
ST-017423,support_tickets,2025-11-04,UNSPECIFIED,,"Quick update, the charging drains while idle. Also, the onboarding setup loops forever. This is getting old.",quick update charging drains while idle also onboarding setup loops forever getting old,0.0,-0.68,negative,Battery & charging,2025-11-01,0.68,before,-0.68,
ST-017439,support_tickets,2025-12-24,UNSPECIFIED,,"Since yesterday, the charge dies before lunch. Please fix this.",since yesterday charge dies before lunch please fix,0.3182,-0.02180000000000004,neutral,Battery & charging,2025-12-01,0.02180000000000004,before,-0.02180000000000004,
ST-017490,support_tickets,2025-12-25,UNSPECIFIED,,"Not gonna lie, the sync forgets my device!! Also, the power drain needs charging twice a day. Please fix this.",not gonna_NEG lie_NEG sync forgets device also power drain needs charging twice day please fix,0.4374,0.09739999999999999,positive,Battery & charging,2025-12-01,0.0,before,0.09739999999999999,
ST-017547,support_tickets,2025-12-24,UNSPECIFIED,,"I love how this is surprisingly responsive, but the battery life dies before lunch!! This is getting old.",i love surprisingly responsive battery life dies before lunch getting old,0.674,0.334,positive,Battery & charging,2025-12-01,0.0,before,0.334,
ST-017568,support_tickets,2025-12-14,UNSPECIFIED,,"Sadly, the charge dies before lunch. Also, the screen screen is hard to read. #notimpressed",sadly charge dies before lunch also screen screen hard read notimpressed,-0.4939,-1.0,negative,Battery & charging,2025-12-01,1.0,before,-1.0,
ST-017627,support_tickets,2026-01-31,UNSPECIFIED,,"I love how this looks fantastic, but the battery life drains while idle. Would not recommend right now.",i love looks fantastic battery life drains while idle would not recommend_NEG right_NEG now_NEG,0.3038,-0.03620000000000001,neutral,Battery & charging,2026-01-01,0.03620000000000001,before,-0.03620000000000001,
ST-017640,support_tickets,2026-01-31,UNSPECIFIED,,"Not gonna lie, the battery life barely lasts 4 hours. Also, the replacement wrong item was shipped. Support, can you help?",not gonna_NEG lie_NEG battery life barely lasts hours also replacement wrong item shipped support can you help,0.3182,-0.36180000000000007,negative,Battery & charging,2026-01-01,0.36180000000000007,before,-0.36180000000000007,
ST-017641,support_tickets,2025-11-22,UNSPECIFIED,,"After the latest update, the charge needs charging twice a day. Also, the audio audio cuts out.",latest update charge needs charging twice day also audio audio cuts out,-0.296,-0.976,negative,Battery & charging,2025-11-01,0.976,before,-0.976,
ST-017657,support_tickets,2025-12-22,UNSPECIFIED,,"After the latest update, the charge drains while idle. Please fix this.",latest update charge drains while idle please fix,0.3182,-0.36180000000000007,negative,Battery & charging,2025-12-01,0.36180000000000007,before,-0.36180000000000007,
ST-017687,support_tickets,2025-11-26,UNSPECIFIED,,"Not gonna lie, the battery drains while idle. Hope the next patch sorts it out.",not gonna_NEG lie_NEG battery drains while idle hope next patch sorts out,0.4404,0.10039999999999999,positive,Battery & charging,2025-11-01,0.0,before,0.10039999999999999,
